id|year|writing_avg_score|writing_grade|writing_basic_pct|writing_proficient_pct|writing_advanced_pct|writing_not_tested_pct|concat_join_id
270001010|2013-2014|43.18|04|0.37|0.45|0.18|0|2700010102013-2014
270001010|2014-2015|47.14|04|0.24|0.50|0.26|0|2700010102014-2015
270001011|2011-2012||04|-1.00|0.98|-1.00|0|2700010112011-2012
270001011|2012-2013|48.96|04|0.18|0.44|0.38|0|2700010112012-2013
270001011|2013-2014|48.34|04|0.17|0.55|0.28|0|2700010112013-2014
270001011|2014-2015|44.60|04|0.31|0.54|0.15|0|2700010112014-2015
270001015|2011-2012||04|-1.00|0.98|-1.00|0|2700010152011-2012
270001015|2012-2013|41.21|04|0.42|0.32|0.26|0|2700010152012-2013
270001015|2013-2014|41.30|04|0.38|0.50|0.12|0|2700010152013-2014
270001015|2014-2015|35.93|04|0.64|0.24|0.12|0|2700010152014-2015
270001016|2011-2012||04|-1.00|0.97|-1.00|0|2700010162011-2012
270001016|2012-2013|42.36|04|0.38|0.43|0.19|0|2700010162012-2013
270001016|2013-2014|40.49|04|0.42|0.45|0.13|0|2700010162013-2014
270001016|2014-2015|37.44|04|0.51|0.46|-1.00|0|2700010162014-2015
270001018|2011-2012||04|-1.00|-1.00|-1.00|0|2700010182011-2012
270062001|2011-2012|44.00|08|0.38|0.50|-1.00|0|2700620012011-2012
270062001|2012-2013|41.78|08|0.39|0.50|-1.00|0|2700620012012-2013
270062001|2013-2014||08||||0|2700620012013-2014
270062001|2014-2015|41.64|08|0.57|-1.00|-1.00|0|2700620012014-2015
270062001|2011-2012|48.31|11|0.38|-1.00|0.38|0|2700620012011-2012
270062001|2012-2013|42.95|11|0.30|0.50|-1.00|0|2700620012012-2013
270062001|2013-2014||11||||0|2700620012013-2014
270062001|2014-2015|47.53|11|-1.00|0.79|-1.00|0|2700620012014-2015
270062002|2011-2012||04|-1.00|0.94|-1.00|0|2700620022011-2012
270062002|2012-2013|44.44|04|-1.00|0.88|-1.00|0|2700620022012-2013
270062002|2013-2014|39.58|04|0.42|0.58|-1.00|0|2700620022013-2014
270062002|2014-2015|49.67|04|-1.00|0.42|-1.00|0|2700620022014-2015
270594001|2011-2012|46.10|08|0.28|0.46|0.26|0|2705940012011-2012
270594001|2012-2013|47.44|08|0.20|0.56|0.24|0|2705940012012-2013
270594001|2013-2014||08||||0|2705940012013-2014
270594001|2014-2015|46.14|08|0.27|0.49|0.24|0|2705940012014-2015
270594001|2011-2012|45.80|11|0.30|0.43|0.27|0|2705940012011-2012
270594001|2012-2013|42.94|11|0.33|0.55|0.12|0|2705940012012-2013
270594001|2013-2014||11||||0|2705940012013-2014
270594001|2014-2015|47.92|11|0.20|0.48|0.33|0|2705940012014-2015
270594002|2011-2012||04|-1.00|0.98|-1.00|0|2705940022011-2012
270594009|2012-2013|47.74|04|0.21|0.56|0.24|0|2705940092012-2013
270594009|2013-2014|48.44|04|-1.00|0.68|0.22|0|2705940092013-2014
270594009|2014-2015|41.78|04|0.38|0.59|-1.00|0|2705940092014-2015
270595001|2011-2012|43.29|08|0.36|0.47|0.18|0|2705950012011-2012
270595001|2012-2013|52.18|08|0.12|0.44|0.44|0|2705950012012-2013
270595001|2013-2014||08||||0|2705950012013-2014
270595001|2014-2015|51.02|08|0.18|0.44|0.38|1|2705950012014-2015
270595001|2011-2012|49.27|11|0.21|0.36|0.42|0|2705950012011-2012
270595001|2012-2013|54.16|11|-1.00|0.46|0.49|0|2705950012012-2013
270595001|2013-2014||11||||0|2705950012013-2014
270595001|2014-2015|54.26|11|-1.00|0.52|0.43|0|2705950012014-2015
270595005|2011-2012||04|-1.00|0.91|-1.00|0|2705950052011-2012
270595005|2012-2013|46.40|04|0.25|0.46|0.29|0|2705950052012-2013
270595005|2013-2014|51.66|04|0.20|0.44|0.37|0|2705950052013-2014
270595005|2014-2015|46.20|04|0.30|0.52|0.18|0|2705950052014-2015
280001001|2011-2012|34.52|11|0.63|0.24|0.13|3|2800010012011-2012
280001001|2012-2013|34.62|11|0.59|0.31|0.09|9|2800010012012-2013
280001001|2013-2014||11||||7|2800010012013-2014
280001001|2014-2015|33.87|11|0.63|0.28|0.09|12|2800010012014-2015
280001003|2011-2012|36.24|11|0.60|0.30|0.10|1|2800010032011-2012
280001003|2012-2013|34.00|11|0.63|0.28|0.09|4|2800010032012-2013
280001003|2013-2014||11||||4|2800010032013-2014
280001003|2014-2015|36.00|11|0.57|0.32|0.11|8|2800010032014-2015
280001005|2011-2012|43.50|11|0.43|0.25|0.32|3|2800010052011-2012
280001005|2012-2013|43.22|11|0.38|0.36|0.26|6|2800010052012-2013
280001005|2013-2014||11||||5|2800010052013-2014
280001005|2014-2015|47.61|11|0.29|0.34|0.36|7|2800010052014-2015
280001007|2011-2012|43.11|11|0.47|0.23|0.29|4|2800010072011-2012
280001007|2012-2013|43.88|11|0.37|0.32|0.31|1|2800010072012-2013
280001007|2013-2014||11||||10|2800010072013-2014
280001007|2014-2015|46.21|11|0.27|0.40|0.33|17|2800010072014-2015
280001009|2011-2012|37.73|11|0.56|0.27|0.17|4|2800010092011-2012
280001009|2012-2013|40.00|11|0.48|0.31|0.21|2|2800010092012-2013
280001009|2013-2014||11||||7|2800010092013-2014
280001009|2014-2015|40.32|11|0.44|0.33|0.23|11|2800010092014-2015
280001011|2011-2012|36.58|11|0.61|0.23|0.15|1|2800010112011-2012
280001011|2012-2013|36.47|11|0.58|0.31|0.11|3|2800010112012-2013
280001011|2013-2014||11||||3|2800010112013-2014
280001011|2014-2015|37.37|11|0.54|0.30|0.16|18|2800010112014-2015
280001013|2011-2012|37.04|11|0.61|0.22|0.16|1|2800010132011-2012
280001013|2012-2013|36.77|11|0.56|0.33|0.12|8|2800010132012-2013
280001013|2013-2014||11||||6|2800010132013-2014
280001013|2014-2015|39.68|11|0.44|0.40|0.16|21|2800010132014-2015
280001019|2011-2012|39.67|08|0.53|0.29|0.18|0|2800010192011-2012
280001019|2012-2013|40.48|08|0.50|0.35|0.15|4|2800010192012-2013
280001019|2013-2014||08||||1|2800010192013-2014
280001019|2014-2015|39.38|08|0.50|0.31|0.17|1|2800010192014-2015
280001021|2011-2012|32.93|08|0.72|0.24|0.04|0|2800010212011-2012
280001021|2012-2013|35.99|08|0.60|0.35|0.05|1|2800010212012-2013
280001021|2013-2014||08||||0|2800010212013-2014
280001021|2014-2015|34.93|08|0.66|0.27|0.07|2|2800010212014-2015
280001022|2011-2012|52.47|08|0.13|0.39|0.48|0|2800010222011-2012
280001022|2012-2013|49.51|08|0.19|0.45|0.36|0|2800010222012-2013
280001022|2013-2014||08||||1|2800010222013-2014
280001022|2014-2015|47.49|08|0.24|0.46|0.31|0|2800010222014-2015
280001023|2011-2012|33.84|08|0.72|0.20|0.08|0|2800010232011-2012
280001023|2012-2013|32.16|08|0.72|0.22|0.06|1|2800010232012-2013
280001023|2013-2014||08||||2|2800010232013-2014
280001023|2014-2015|31.06|08|0.74|0.17|0.09|0|2800010232014-2015
280001024|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|2800010242014-2015
280001029|2011-2012|41.23|08|0.46|0.33|0.21|0|2800010292011-2012
280001029|2012-2013|38.79|08|0.52|0.34|0.14|16|2800010292012-2013
280001029|2013-2014||08||||0|2800010292013-2014
280001029|2014-2015|43.48|08|0.36|0.34|0.24|0|2800010292014-2015
280001033|2011-2012|38.06|08|0.58|0.32|0.10|0|2800010332011-2012
280001033|2012-2013|43.47|08|0.38|0.40|0.22|0|2800010332012-2013
280001033|2013-2014||08||||2|2800010332013-2014
280001033|2014-2015|43.30|08|0.39|0.42|0.20|2|2800010332014-2015
280001035|2011-2012|40.30|08|0.48|0.41|0.12|1|2800010352011-2012
280001035|2012-2013|39.59|08|0.55|0.32|0.13|0|2800010352012-2013
280001035|2013-2014||08||||3|2800010352013-2014
280001035|2014-2015|40.31|08|0.50|0.33|0.17|2|2800010352014-2015
280001037|2011-2012|32.98|08|0.77|0.16|0.07|0|2800010372011-2012
280001037|2012-2013|34.46|08|0.72|0.22|0.07|1|2800010372012-2013
280001037|2013-2014||08||||1|2800010372013-2014
280001037|2014-2015|30.43|08|0.72|0.21|0.03|0|2800010372014-2015
280001039|2011-2012|41.35|08|0.42|0.39|0.19|0|2800010392011-2012
280001039|2012-2013|38.04|08|0.58|0.29|0.13|0|2800010392012-2013
280001039|2013-2014||08||||1|2800010392013-2014
280001039|2014-2015|38.00|08|0.56|0.28|0.15|1|2800010392014-2015
280001041|2011-2012|35.94|08|0.67|0.27|0.06|1|2800010412011-2012
280001041|2012-2013|35.97|08|0.62|0.31|0.07|0|2800010412012-2013
280001041|2013-2014||08||||2|2800010412013-2014
280001041|2014-2015|32.61|08|0.68|0.25|0.07|5|2800010412014-2015
280001046|2011-2012||04|-1.00|0.90|-1.00|0|2800010462011-2012
280001046|2012-2013|50.92|04|0.15|0.43|0.43|0|2800010462012-2013
280001046|2013-2014|40.28|04|0.37|0.53|0.11|0|2800010462013-2014
280001046|2014-2015|45.79|04|0.23|0.52|0.25|0|2800010462014-2015
280001055|2011-2012||04|0.23|0.77|-1.00|0|2800010552011-2012
280001055|2012-2013|38.19|04|0.41|0.51|-1.00|0|2800010552012-2013
280001055|2013-2014|37.66|04|0.41|0.49|-1.00|0|2800010552013-2014
280001055|2014-2015|34.46|04|0.56|0.40|-1.00|0|2800010552014-2015
280001059|2011-2012||04|0.22|0.78|-1.00|0|2800010592011-2012
280001059|2012-2013|36.15|04|0.56|0.37|-1.00|0|2800010592012-2013
280001059|2013-2014|36.00|04|0.48|0.51|-1.00|0|2800010592013-2014
280001059|2014-2015|38.69|04|0.45|0.50|-1.00|0|2800010592014-2015
280001061|2011-2012||04|0.19|0.81|-1.00|0|2800010612011-2012
280001061|2012-2013|40.62|04|0.32|0.62|-1.00|0|2800010612012-2013
280001061|2013-2014|37.11|04|0.54|0.43|-1.00|0|2800010612013-2014
280001061|2014-2015|34.37|04|0.60|0.40|-1.00|0|2800010612014-2015
280001063|2011-2012||04|0.24|0.76|-1.00|0|2800010632011-2012
280001063|2012-2013|34.79|04|0.52|0.40|0.08|0|2800010632012-2013
280001063|2013-2014|31.34|04|0.64|0.35|-1.00|0|2800010632013-2014
280001063|2014-2015|29.67|04|0.70|0.27|-1.00|0|2800010632014-2015
280001065|2011-2012||04|0.22|0.78|-1.00|0|2800010652011-2012
280001065|2012-2013|36.65|04|0.59|0.32|0.09|0|2800010652012-2013
280001065|2013-2014|34.31|04|0.63|0.32|0.05|0|2800010652013-2014
280001065|2014-2015|38.93|04|0.40|0.56|-1.00|0|2800010652014-2015
280001067|2011-2012||04|-1.00|0.96|-1.00|0|2800010672011-2012
280001067|2012-2013|35.61|04|0.63|0.33|-1.00|1|2800010672012-2013
280001067|2013-2014|40.43|04|0.41|0.48|0.11|0|2800010672013-2014
280001067|2014-2015|34.52|04|0.56|0.33|-1.00|0|2800010672014-2015
280001069|2011-2012||04|0.09|0.91|-1.00|0|2800010692011-2012
280001069|2012-2013|42.86|04|0.38|0.42|0.19|0|2800010692012-2013
280001069|2013-2014|37.89|04|0.43|0.54|-1.00|0|2800010692013-2014
280001069|2014-2015|37.11|04|0.54|0.40|0.06|0|2800010692014-2015
280001071|2011-2012||04|-1.00|0.95|-1.00|0|2800010712011-2012
280001071|2012-2013|41.13|04|0.43|0.43|0.15|0|2800010712012-2013
280001071|2013-2014|44.36|04|0.26|0.57|0.17|0|2800010712013-2014
280001071|2014-2015|35.46|04|0.48|0.44|-1.00|0|2800010712014-2015
280001073|2011-2012||04|0.16|0.84|-1.00|0|2800010732011-2012
280001073|2012-2013|40.09|04|0.46|0.43|0.11|0|2800010732012-2013
280001073|2013-2014|37.86|04|0.45|0.51|-1.00|0|2800010732013-2014
280001073|2014-2015|36.35|04|0.56|0.41|-1.00|0|2800010732014-2015
280001075|2011-2012||04|0.06|0.94|-1.00|0|2800010752011-2012
280001075|2012-2013|40.89|04|0.38|0.58|-1.00|0|2800010752012-2013
280001075|2013-2014|44.68|04|0.26|0.64|0.10|0|2800010752013-2014
280001075|2014-2015|38.28|04|0.45|0.50|0.05|0|2800010752014-2015
280001079|2011-2012||04|-1.00|-1.00|-1.00|0|2800010792011-2012
280001079|2012-2013|49.92|04|-1.00|0.63|0.29|0|2800010792012-2013
280001079|2013-2014|51.35|04|0.19|0.35|0.47|0|2800010792013-2014
280001079|2014-2015|41.49|04|0.31|0.52|0.15|1|2800010792014-2015
280001081|2011-2012||04|0.22|0.78|-1.00|0|2800010812011-2012
280001081|2012-2013|31.24|04|0.69|0.31|-1.00|0|2800010812012-2013
280001081|2013-2014|31.61|04|0.60|0.36|-1.00|0|2800010812013-2014
280001081|2014-2015|35.96|04|0.57|0.36|-1.00|0|2800010812014-2015
280001085|2011-2012||04|-1.00|0.98|-1.00|0|2800010852011-2012
280001085|2012-2013|50.95|04|-1.00|0.64|0.29|2|2800010852012-2013
280001085|2013-2014|50.33|04|0.13|0.58|0.28|0|2800010852013-2014
280001085|2014-2015|49.53|04|0.16|0.54|0.26|0|2800010852014-2015
280001089|2011-2012||04|0.17|0.83|-1.00|0|2800010892011-2012
280001089|2012-2013|39.67|04|0.40|0.56|-1.00|0|2800010892012-2013
280001089|2013-2014|41.21|04|0.44|0.40|0.17|0|2800010892013-2014
280001089|2014-2015|36.74|04|0.47|0.47|-1.00|0|2800010892014-2015
280001091|2011-2012||04|0.33|0.67|-1.00|0|2800010912011-2012
280001091|2012-2013|28.59|04|0.81|-1.00|-1.00|1|2800010912012-2013
280001091|2013-2014|32.42|04|0.65|0.35|-1.00|0|2800010912013-2014
280001091|2014-2015|29.47|04|0.76|0.24|-1.00|0|2800010912014-2015
280001093|2011-2012||04|-1.00|0.95|-1.00|0|2800010932011-2012
280001093|2012-2013|45.45|04|0.28|0.46|0.26|0|2800010932012-2013
280001093|2013-2014|47.27|04|0.19|0.46|0.36|0|2800010932013-2014
280001093|2014-2015|41.53|04|0.38|0.48|0.13|0|2800010932014-2015
280001095|2011-2012||04|-1.00|0.91|-1.00|0|2800010952011-2012
280001095|2012-2013|44.58|04|0.24|0.55|0.21|0|2800010952012-2013
280001095|2013-2014|46.85|04|0.18|0.61|0.20|0|2800010952013-2014
280001095|2014-2015|46.32|04|0.19|0.62|0.16|0|2800010952014-2015
280001097|2011-2012||04|0.13|0.87|-1.00|0|2800010972011-2012
280001097|2012-2013|39.03|04|0.47|0.44|0.09|0|2800010972012-2013
280001097|2013-2014|38.99|04|0.40|0.46|0.14|0|2800010972013-2014
280001097|2014-2015|36.91|04|0.57|0.40|-1.00|0|2800010972014-2015
280001099|2011-2012||04|0.14|0.86|-1.00|0|2800010992011-2012
280001099|2012-2013|39.64|04|0.45|0.40|0.14|0|2800010992012-2013
280001099|2013-2014|38.84|04|0.45|0.49|-1.00|0|2800010992013-2014
280001099|2014-2015|45.28|04|0.22|0.63|0.15|0|2800010992014-2015
280001101|2011-2012||04|0.44|0.56|-1.00|0|2800011012011-2012
280001101|2012-2013|33.36|04|0.66|0.28|-1.00|1|2800011012012-2013
280001101|2013-2014|33.18|04|0.59|0.35|-1.00|0|2800011012013-2014
280001101|2014-2015|35.11|04|0.63|0.32|-1.00|0|2800011012014-2015
280001103|2011-2012||04|0.26|0.74|-1.00|0|2800011032011-2012
280001103|2012-2013|34.80|04|0.70|0.30|-1.00|0|2800011032012-2013
280001103|2013-2014|33.86|04|0.60|0.37|-1.00|0|2800011032013-2014
280001103|2014-2015|31.23|04|0.70|0.20|-1.00|0|2800011032014-2015
280001104|2011-2012||04|0.06|0.94|-1.00|0|2800011042011-2012
280001104|2012-2013|47.49|04|0.21|0.56|0.23|0|2800011042012-2013
280001104|2013-2014|46.53|04|0.23|0.53|0.23|0|2800011042013-2014
280001104|2014-2015|46.78|04|0.24|0.50|0.26|0|2800011042014-2015
280001105|2011-2012||04|0.13|0.88|-1.00|0|2800011052011-2012
280001105|2012-2013|44.18|04|0.28|0.56|0.17|0|2800011052012-2013
280001105|2013-2014|38.73|04|0.32|0.65|-1.00|0|2800011052013-2014
280001105|2014-2015|43.75|04|0.24|0.69|-1.00|0|2800011052014-2015
280001107|2011-2012||04|0.15|0.85|-1.00|0|2800011072011-2012
280001107|2012-2013|41.01|04|0.41|0.49|0.10|0|2800011072012-2013
280001107|2013-2014|38.97|04|0.47|0.49|0.04|0|2800011072013-2014
280001107|2014-2015|36.91|04|0.56|0.39|0.06|1|2800011072014-2015
280001109|2011-2012||04|-1.00|0.91|-1.00|0|2800011092011-2012
280001109|2012-2013|44.15|04|0.34|0.49|0.17|1|2800011092012-2013
280001109|2013-2014|46.98|04|0.23|0.48|0.30|0|2800011092013-2014
280001109|2014-2015|35.49|04|0.56|0.33|0.11|0|2800011092014-2015
280001111|2011-2012||04|-1.00|0.98|-1.00|0|2800011112011-2012
280001111|2012-2013|34.55|04|0.55|0.37|-1.00|5|2800011112012-2013
280001111|2013-2014|38.20|04|0.45|0.43|-1.00|0|2800011112013-2014
280001111|2014-2015|39.67|04|0.35|0.53|-1.00|0|2800011112014-2015
280001113|2011-2012||04|0.12|0.88|-1.00|0|2800011132011-2012
280001113|2012-2013|44.23|04|0.28|0.56|0.16|0|2800011132012-2013
280001113|2013-2014|40.58|04|0.47|0.41|0.12|0|2800011132013-2014
280001113|2014-2015|39.34|04|0.41|0.46|0.13|0|2800011132014-2015
280001115|2011-2012||04|-1.00|0.96|-1.00|0|2800011152011-2012
280001115|2012-2013|44.61|04|0.28|0.53|0.19|0|2800011152012-2013
280001115|2013-2014|38.82|04|0.42|0.51|0.07|0|2800011152013-2014
280001115|2014-2015|41.09|04|0.45|0.45|0.09|0|2800011152014-2015
280001121|2011-2012||04|0.09|0.91|-1.00|0|2800011212011-2012
280001121|2012-2013|42.26|04|0.36|0.56|0.08|0|2800011212012-2013
280001121|2013-2014|39.78|04|0.43|0.45|0.12|0|2800011212013-2014
280001121|2014-2015|45.44|04|0.17|0.65|0.17|0|2800011212014-2015
280001123|2011-2012||04|-1.00|0.96|-1.00|0|2800011232011-2012
280001123|2012-2013|46.43|04|0.16|0.65|0.18|0|2800011232012-2013
280001123|2013-2014|45.27|04|0.22|0.57|0.21|0|2800011232013-2014
280001123|2014-2015|46.24|04|0.18|0.58|0.22|0|2800011232014-2015
280001125|2011-2012||04|0.19|0.81|-1.00|1|2800011252011-2012
280001125|2012-2013|37.33|04|0.48|0.50|-1.00|0|2800011252012-2013
280001125|2013-2014|34.26|04|0.51|0.45|-1.00|0|2800011252013-2014
280001125|2014-2015|34.72|04|0.51|0.44|-1.00|0|2800011252014-2015
280001127|2011-2012||04|0.26|0.74|-1.00|0|2800011272011-2012
280001127|2012-2013|37.15|04|0.38|0.54|-1.00|1|2800011272012-2013
280001127|2013-2014|40.20|04|0.31|0.62|-1.00|0|2800011272013-2014
280001127|2014-2015|36.81|04|0.47|0.47|-1.00|0|2800011272014-2015
280001133|2011-2012||04|0.20|0.80|-1.00|0|2800011332011-2012
280001133|2012-2013|31.74|04|0.71|0.29|-1.00|0|2800011332012-2013
280001133|2013-2014|35.07|04|0.44|0.54|-1.00|0|2800011332013-2014
280001133|2014-2015|31.63|04|0.56|0.42|-1.00|0|2800011332014-2015
280001139|2011-2012||04|0.20|0.80|-1.00|0|2800011392011-2012
280001139|2012-2013|40.12|04|0.46|0.44|0.10|0|2800011392012-2013
280001139|2013-2014|44.18|04|0.22|0.57|0.22|0|2800011392013-2014
280001139|2014-2015|40.82|04|0.27|0.71|-1.00|0|2800011392014-2015
280001141|2011-2012||04|-1.00|0.92|-1.00|0|2800011412011-2012
280001141|2012-2013|44.05|04|0.26|0.60|0.14|0|2800011412012-2013
280001141|2013-2014|48.51|04|0.13|0.61|0.24|0|2800011412013-2014
280001141|2014-2015|46.64|04|0.20|0.58|0.22|0|2800011412014-2015
280001143|2011-2012||04|0.25|0.75|-1.00|0|2800011432011-2012
280001143|2012-2013|28.62|04|0.76|0.22|-1.00|0|2800011432012-2013
280001143|2013-2014|28.22|04|0.68|0.29|-1.00|0|2800011432013-2014
280001143|2014-2015|27.49|04|0.81|0.19|-1.00|0|2800011432014-2015
280001147|2011-2012||04|0.15|0.85|-1.00|0|2800011472011-2012
280001147|2012-2013|37.81|04|0.52|0.42|-1.00|0|2800011472012-2013
280001147|2013-2014|38.09|04|0.40|0.56|-1.00|1|2800011472013-2014
280001147|2014-2015|40.58|04|0.29|0.64|-1.00|0|2800011472014-2015
280001148|2011-2012||04|-1.00|-1.00|-1.00|0|2800011482011-2012
280001148|2012-2013|48.87|04|0.16|0.55|0.29|0|2800011482012-2013
280001148|2013-2014|46.89|04|0.18|0.59|0.24|0|2800011482013-2014
280001148|2014-2015|51.03|04|0.12|0.56|0.32|0|2800011482014-2015
280001149|2011-2012||04|0.26|0.74|-1.00|0|2800011492011-2012
280001149|2012-2013|40.54|04|0.43|0.50|-1.00|0|2800011492012-2013
280001149|2013-2014|39.23|04|0.30|0.67|-1.00|0|2800011492013-2014
280001149|2014-2015|40.00|04|0.42|0.54|-1.00|0|2800011492014-2015
280001153|2011-2012||04|0.08|0.92|-1.00|0|2800011532011-2012
280001153|2012-2013|44.07|04|0.33|0.49|0.18|1|2800011532012-2013
280001153|2013-2014|43.81|04|0.29|0.62|0.10|0|2800011532013-2014
280001153|2014-2015|45.15|04|0.21|0.68|0.09|0|2800011532014-2015
280001155|2011-2012||04|-1.00|0.91|-1.00|0|2800011552011-2012
280001155|2012-2013|38.50|04|0.39|0.55|-1.00|0|2800011552012-2013
280001155|2013-2014|36.48|04|0.43|0.50|-1.00|1|2800011552013-2014
280001155|2014-2015|39.81|04|0.29|0.68|-1.00|0|2800011552014-2015
280001159|2011-2012||04|0.24|0.76|-1.00|0|2800011592011-2012
280001159|2012-2013|34.69|04|0.58|0.42|-1.00|0|2800011592012-2013
280001159|2013-2014|32.96|04|0.60|0.36|-1.00|0|2800011592013-2014
280001159|2014-2015|39.40|04|0.40|0.52|-1.00|0|2800011592014-2015
280001165|2011-2012||04|0.16|0.84|-1.00|0|2800011652011-2012
280001165|2012-2013|35.75|04|0.57|0.32|0.11|0|2800011652012-2013
280001165|2013-2014|37.49|04|0.47|0.43|-1.00|0|2800011652013-2014
280001165|2014-2015|42.50|04|0.27|0.55|-1.00|1|2800011652014-2015
280001168|2011-2012||04|-1.00|0.98|-1.00|0|2800011682011-2012
280001168|2012-2013|50.42|04|0.09|0.63|0.28|0|2800011682012-2013
280001168|2013-2014|48.08|04|0.19|0.49|0.31|0|2800011682013-2014
280001168|2014-2015|46.91|04|0.23|0.54|0.23|0|2800011682014-2015
280001169|2011-2012||04|0.25|0.75|-1.00|0|2800011692011-2012
280001169|2012-2013|36.19|04|0.46|0.46|-1.00|0|2800011692012-2013
280001169|2013-2014|39.71|04|0.29|0.65|-1.00|0|2800011692013-2014
280001169|2014-2015|42.88|04|0.35|0.53|-1.00|0|2800011692014-2015
280001173|2011-2012||04|-1.00|0.96|-1.00|0|2800011732011-2012
280001173|2012-2013|38.21|04|0.41|0.59|-1.00|0|2800011732012-2013
280001173|2013-2014|39.16|04|0.48|0.44|-1.00|0|2800011732013-2014
280001173|2014-2015|41.35|04|0.28|0.63|-1.00|0|2800011732014-2015
280001174|2011-2012||04|0.28|0.72|-1.00|0|2800011742011-2012
280001174|2012-2013|43.73|04|0.33|0.53|0.14|1|2800011742012-2013
280001174|2013-2014|43.77|04|0.25|0.61|0.13|0|2800011742013-2014
280001174|2014-2015|37.21|04|0.40|0.54|-1.00|1|2800011742014-2015
280001175|2011-2012||04|-1.00|0.97|-1.00|0|2800011752011-2012
280001175|2012-2013|43.30|04|0.32|0.51|0.17|0|2800011752012-2013
280001175|2013-2014|41.27|04|0.39|0.58|0.04|0|2800011752013-2014
280001175|2014-2015|36.83|04|0.56|0.41|-1.00|0|2800011752014-2015
280001177|2011-2012||04|-1.00|0.97|-1.00|0|2800011772011-2012
280001177|2012-2013|46.55|04|0.20|0.58|0.22|0|2800011772012-2013
280001177|2013-2014|47.08|04|0.21|0.52|0.27|0|2800011772013-2014
280001177|2014-2015|47.07|04|0.17|0.63|0.20|0|2800011772014-2015
280001178|2011-2012||04|-1.00|0.98|-1.00|0|2800011782011-2012
280001178|2012-2013|50.16|04|0.10|0.60|0.30|1|2800011782012-2013
280001178|2013-2014|50.55|04|0.08|0.67|0.26|0|2800011782013-2014
280001178|2014-2015|52.14|04|0.11|0.48|0.40|0|2800011782014-2015
280001179|2011-2012||04|0.10|0.90|-1.00|0|2800011792011-2012
280001179|2012-2013|38.08|04|0.44|0.47|0.09|0|2800011792012-2013
280001179|2013-2014|40.66|04|0.39|0.49|0.12|0|2800011792013-2014
280001179|2014-2015|40.98|04|0.29|0.57|0.11|0|2800011792014-2015
280001185|2011-2012||04|0.25|0.75|-1.00|0|2800011852011-2012
280001185|2012-2013|34.37|04|0.59|0.37|-1.00|0|2800011852012-2013
280001185|2013-2014|35.19|04|0.55|0.45|-1.00|0|2800011852013-2014
280001185|2014-2015|35.13|04|0.62|0.31|-1.00|0|2800011852014-2015
280001187|2011-2012||04|0.13|0.87|-1.00|0|2800011872011-2012
280001187|2012-2013|37.96|04|0.52|0.38|0.10|4|2800011872012-2013
280001187|2013-2014|34.59|04|0.63|0.29|-1.00|0|2800011872013-2014
280001187|2014-2015|37.36|04|0.40|0.50|-1.00|0|2800011872014-2015
280001189|2011-2012||04|-1.00|0.86|-1.00|0|2800011892011-2012
280001189|2012-2013|37.72|04|0.44|0.39|0.17|0|2800011892012-2013
280001189|2013-2014|41.58|04|0.29|0.61|-1.00|0|2800011892013-2014
280001189|2014-2015|39.38|04|0.44|0.42|0.13|0|2800011892014-2015
280001191|2011-2012||04|0.17|0.83|-1.00|0|2800011912011-2012
280001191|2012-2013|40.03|04|0.38|0.59|-1.00|1|2800011912012-2013
280001191|2013-2014|40.16|04|0.44|0.51|-1.00|0|2800011912013-2014
280001191|2014-2015|37.27|04|0.60|0.34|-1.00|0|2800011912014-2015
280001201|2011-2012||04|0.30|0.70|-1.00|0|2800012012011-2012
280001201|2012-2013|34.61|04|0.58|0.36|-1.00|0|2800012012012-2013
280001201|2013-2014|39.34|04|0.41|0.52|-1.00|0|2800012012013-2014
280001201|2014-2015|36.48|04|0.52|0.48|-1.00|0|2800012012014-2015
280001204|2011-2012||04|0.12|0.88|-1.00|0|2800012042011-2012
280001204|2012-2013|43.34|04|0.33|0.50|0.17|0|2800012042012-2013
280001204|2013-2014|39.48|04|0.40|0.52|0.08|1|2800012042013-2014
280001204|2014-2015|37.80|04|0.48|0.48|-1.00|0|2800012042014-2015
280001205|2011-2012||04|0.32|0.68|-1.00|0|2800012052011-2012
280001205|2012-2013|30.22|04|0.66|0.34|-1.00|0|2800012052012-2013
280001205|2013-2014|26.95|04|0.83|0.13|-1.00|0|2800012052013-2014
280001205|2014-2015|32.42|04|0.76|0.22|-1.00|0|2800012052014-2015
280001207|2011-2012|39.54|08|0.51|0.31|0.18|0|2800012072011-2012
280001207|2012-2013|38.37|08|0.57|0.30|0.13|1|2800012072012-2013
280001207|2013-2014||08||||0|2800012072013-2014
280001207|2014-2015|46.50|08|0.31|0.37|0.32|2|2800012072014-2015
280001209|2011-2012||04|0.12|0.88|-1.00|0|2800012092011-2012
280001209|2012-2013|39.42|04|0.49|0.40|0.11|0|2800012092012-2013
280001209|2013-2014|41.14|04|0.39|0.54|0.07|0|2800012092013-2014
280001209|2014-2015|42.20|04|0.36|0.51|0.13|0|2800012092014-2015
280001210|2011-2012||04|0.06|0.94|-1.00|0|2800012102011-2012
280001210|2012-2013|40.71|04|0.36|0.57|0.06|0|2800012102012-2013
280001210|2013-2014|39.34|04|0.42|0.53|0.05|0|2800012102013-2014
280001210|2014-2015|39.53|04|0.39|0.51|0.10|1|2800012102014-2015
