id|year|writing_avg_score|writing_grade|writing_basic_pct|writing_proficient_pct|writing_advanced_pct|writing_not_tested_pct|concat_join_id
010003001|2011-2012|45.47|08|0.42|0.37|-1.00|0|0100030012011-2012
010003001|2012-2013|50.36|08|-1.00|-1.00|0.45|0|0100030012012-2013
010003001|2013-2014||08||||0|0100030012013-2014
010003001|2014-2015|53.20|08|-1.00|0.40|0.53|0|0100030012014-2015
010003001|2011-2012|48.30|11|0.30|0.35|0.35|0|0100030012011-2012
010003001|2012-2013|40.60|11|0.47|0.47|-1.00|0|0100030012012-2013
010003001|2013-2014||11||||0|0100030012013-2014
010003001|2014-2015|52.13|11|-1.00|0.42|0.42|0|0100030012014-2015
010003002|2011-2012||04|-1.00|-1.00|-1.00|0|0100030022011-2012
010003002|2012-2013|42.23|04|-1.00|0.62|-1.00|0|0100030022012-2013
010003002|2013-2014|40.47|04|0.42|0.58|-1.00|0|0100030022013-2014
010003002|2014-2015|34.94|04|0.71|0.29|-1.00|0|0100030022014-2015
010018001|2011-2012|42.65|11|0.47|0.26|0.27|0|0100180012011-2012
010018001|2012-2013|40.60|11|0.46|0.35|0.19|2|0100180012012-2013
010018001|2013-2014||11||||1|0100180012013-2014
010018001|2014-2015|44.23|11|0.32|0.44|0.24|3|0100180012014-2015
010018002|2011-2012|48.49|08|0.21|0.47|0.32|0|0100180022011-2012
010018002|2012-2013|48.03|08|0.21|0.49|0.29|0|0100180022012-2013
010018002|2013-2014||08||||0|0100180022013-2014
010018002|2014-2015|53.15|08|0.15|0.35|0.50|0|0100180022014-2015
010018003|2011-2012||04|-1.00|0.98|-1.00|0|0100180032011-2012
010018003|2012-2013|43.50|04|0.26|0.66|0.07|0|0100180032012-2013
010018003|2013-2014|42.18|04|0.29|0.62|-1.00|0|0100180032013-2014
010018003|2014-2015|43.59|04|0.26|0.61|0.13|0|0100180032014-2015
010018004|2011-2012||04|-1.00|0.97|-1.00|0|0100180042011-2012
010018004|2012-2013|44.92|04|0.29|0.53|0.18|0|0100180042012-2013
010018004|2013-2014|46.22|04|0.31|0.51|0.18|0|0100180042013-2014
010018004|2014-2015|50.61|04|-1.00|0.63|0.27|0|0100180042014-2015
010018005|2011-2012||04|-1.00|0.92|-1.00|0|0100180052011-2012
010018005|2012-2013|41.73|04|0.40|0.53|-1.00|0|0100180052012-2013
010018005|2013-2014|41.13|04|0.38|0.52|0.10|0|0100180052013-2014
010018005|2014-2015|41.21|04|0.38|0.58|-1.00|0|0100180052014-2015
010018006|2011-2012||04|-1.00|0.94|-1.00|0|0100180062011-2012
010018006|2012-2013|44.31|04|0.29|0.49|0.22|0|0100180062012-2013
010018006|2013-2014|41.65|04|0.48|0.33|0.19|0|0100180062013-2014
010018006|2014-2015|45.91|04|0.18|0.61|0.21|0|0100180062014-2015
010018007|2011-2012||04|-1.00|-1.00|-1.00|0|0100180072011-2012
010018007|2012-2013|45.97|04|0.19|0.78|-1.00|0|0100180072012-2013
010018007|2013-2014|44.32|04|0.19|0.74|-1.00|0|0100180072013-2014
010018007|2014-2015|47.04|04|0.17|0.72|0.11|0|0100180072014-2015
010018008|2011-2012||04|-1.00|0.96|-1.00|0|0100180082011-2012
010018008|2012-2013|48.48|04|-1.00|0.61|0.22|0|0100180082012-2013
010018008|2013-2014|46.79|04|-1.00|0.58|0.25|0|0100180082013-2014
010018008|2014-2015|48.00|04|-1.00|0.59|0.23|0|0100180082014-2015
010090001|2011-2012|42.80|08|0.42|0.36|0.22|0|0100900012011-2012
010090001|2012-2013|44.52|08|0.32|0.52|0.16|0|0100900012012-2013
010090001|2013-2014||08||||0|0100900012013-2014
010090001|2014-2015|45.44|08|0.25|0.56|0.19|0|0100900012014-2015
010090001|2011-2012|42.66|11|0.38|0.44|0.18|0|0100900012011-2012
010090001|2012-2013|49.63|11|0.18|0.37|0.45|0|0100900012012-2013
010090001|2013-2014||11||||0|0100900012013-2014
010090001|2014-2015|52.80|11|0.12|0.39|0.49|0|0100900012014-2015
010090002|2011-2012||04|-1.00|-1.00|-1.00|0|0100900022011-2012
010090002|2012-2013|49.35|04|-1.00|0.60|0.25|0|0100900022012-2013
010090002|2013-2014|47.85|04|-1.00|0.60|-1.00|0|0100900022013-2014
010090002|2014-2015|43.52|04|0.28|0.64|-1.00|0|0100900022014-2015
010090003|2011-2012||04|-1.00|-1.00|-1.00|0|0100900032011-2012
010090003|2012-2013|52.24|04|-1.00|0.65|0.35|0|0100900032012-2013
010090003|2013-2014|49.94|04|0.29|0.35|0.35|0|0100900032013-2014
010090003|2014-2015|52.76|04|-1.00|0.53|0.47|0|0100900032014-2015
010090004|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0100900042011-2012
010090005|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0100900052011-2012
010090006|2011-2012||04|-1.00|0.96|-1.00|0|0100900062011-2012
010090006|2012-2013|43.94|04|-1.00|0.75|-1.00|0|0100900062012-2013
010090006|2013-2014|48.65|04|-1.00|0.71|-1.00|0|0100900062013-2014
010090006|2014-2015|47.38|04|-1.00|0.71|-1.00|0|0100900062014-2015
010123001|2011-2012|50.63|08|-1.00|0.38|0.50|0|0101230012011-2012
010123001|2012-2013|48.43|08|-1.00|0.43|0.36|0|0101230012012-2013
010123001|2013-2014||08||||0|0101230012013-2014
010123001|2014-2015|58.17|08|-1.00|-1.00|0.67|0|0101230012014-2015
010123001|2011-2012|46.32|11|-1.00|0.64|-1.00|0|0101230012011-2012
010123001|2012-2013|44.56|11|-1.00|0.81|-1.00|0|0101230012012-2013
010123001|2013-2014||11||||0|0101230012013-2014
010123001|2014-2015|49.75|11|-1.00|0.58|-1.00|0|0101230012014-2015
010123002|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0101230022011-2012
010123002|2012-2013|43.00|04|0.33|0.47|-1.00|1|0101230022012-2013
010123002|2013-2014|44.30|04|-1.00|0.70|-1.00|0|0101230022013-2014
010123002|2014-2015|41.57|04|0.52|0.43|-1.00|0|0101230022014-2015
020009001|2011-2012|41.06|08|0.44|0.41|0.15|0|0200090012011-2012
020009001|2012-2013|47.38|08|0.22|0.56|0.22|0|0200090012012-2013
020009001|2013-2014||08||||0|0200090012013-2014
020009001|2014-2015|44.52|08|0.28|0.52|0.20|0|0200090012014-2015
020009001|2011-2012|43.59|11|0.45|0.36|-1.00|0|0200090012011-2012
020009001|2012-2013|38.84|11|0.48|0.44|-1.00|0|0200090012012-2013
020009001|2013-2014||11||||0|0200090012013-2014
020009001|2014-2015|46.06|11|0.35|0.38|0.26|0|0200090012014-2015
020009002|2011-2012||04|0.25|0.75|-1.00|0|0200090022011-2012
020009002|2012-2013|38.57|04|0.57|0.29|0.14|1|0200090022012-2013
020009002|2013-2014|34.61|04|0.68|0.29|-1.00|0|0200090022013-2014
020009002|2014-2015|38.05|04|0.42|0.58|-1.00|0|0200090022014-2015
020018001|2011-2012|47.50|08|0.36|-1.00|0.43|0|0200180012011-2012
020018001|2012-2013|51.60|08|-1.00|0.33|0.47|0|0200180012012-2013
020018001|2013-2014||08||||0|0200180012013-2014
020018001|2014-2015|45.07|08|0.33|0.53|-1.00|0|0200180012014-2015
020018001|2011-2012|47.46|11|-1.00|0.38|0.38|0|0200180012011-2012
020018001|2012-2013|44.46|11|-1.00|0.77|-1.00|0|0200180012012-2013
020018001|2013-2014||11||||0|0200180012013-2014
020018001|2014-2015|44.75|11|-1.00|0.75|-1.00|0|0200180012014-2015
020018002|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0200180022011-2012
020018002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0200180022012-2013
020018002|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0200180022013-2014
020018002|2014-2015|41.91|04|-1.00|0.64|-1.00|0|0200180022014-2015
022001002|2011-2012||04|-1.00|-1.00|-1.00|0|0220010022011-2012
022001002|2012-2013|45.00|04|-1.00|0.75|-1.00|0|0220010022012-2013
022001002|2013-2014|50.69|04|-1.00|0.62|-1.00|0|0220010022013-2014
022001002|2014-2015|46.31|04|-1.00|0.69|-1.00|0|0220010022014-2015
022001004|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0220010042011-2012
022001004|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0220010042012-2013
022001004|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0220010042013-2014
022001004|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0220010042014-2015
022001006|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0220010062011-2012
022001006|2012-2013|39.75|04|-1.00|0.67|-1.00|0|0220010062012-2013
022001006|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0220010062013-2014
022001006|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0220010062014-2015
022001007|2011-2012|51.74|08|-1.00|0.52|0.44|0|0220010072011-2012
022001007|2012-2013|48.68|08|-1.00|0.60|0.24|0|0220010072012-2013
022001007|2013-2014||08||||0|0220010072013-2014
022001007|2014-2015|52.35|08|-1.00|0.48|0.43|0|0220010072014-2015
022001008|2011-2012|42.17|11|0.39|0.22|0.39|0|0220010082011-2012
022001008|2012-2013|47.78|11|-1.00|0.33|0.44|0|0220010082012-2013
022001008|2013-2014||11||||0|0220010082013-2014
022001008|2014-2015|50.73|11|-1.00|0.60|0.30|0|0220010082014-2015
022001009|2011-2012|52.11|11|-1.00|0.37|0.47|0|0220010092011-2012
022001009|2012-2013|54.05|11|-1.00|0.55|0.45|0|0220010092012-2013
022001009|2013-2014||11||||0|0220010092013-2014
022001009|2014-2015|48.92|11|-1.00|0.62|-1.00|0|0220010092014-2015
022001010|2011-2012|41.46|08|0.38|0.54|-1.00|0|0220010102011-2012
022001010|2012-2013|47.43|08|-1.00|0.50|-1.00|0|0220010102012-2013
022001010|2013-2014|-1.00|08||||0|0220010102013-2014
022001010|2014-2015|45.06|08|0.31|0.56|-1.00|0|0220010102014-2015
030500001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0305000012011-2012
030500001|2012-2013|56.90|08|-1.00|-1.00|0.60|0|0305000012012-2013
030500001|2013-2014|-1.00|08||||0|0305000012013-2014
030500001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0305000012014-2015
030500001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0305000012011-2012
030500001|2012-2013|-1.00|11|-1.00|-1.00|-1.00|0|0305000012012-2013
030500001|2013-2014|-1.00|11||||0|0305000012013-2014
030500001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0305000012014-2015
030500002|2011-2012||04|-1.00|-1.00|-1.00|0|0305000022011-2012
030500002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0305000022012-2013
030500002|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0305000022013-2014
030500002|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0305000022014-2015
040001001|2011-2012|38.15|08|0.38|0.54|-1.00|0|0400010012011-2012
040001001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0400010012012-2013
040001001|2013-2014||08||||0|0400010012013-2014
040001001|2014-2015|39.79|08|0.43|0.50|-1.00|0|0400010012014-2015
040001001|2011-2012|41.00|11|0.45|-1.00|-1.00|0|0400010012011-2012
040001001|2012-2013|33.27|11|0.64|-1.00|-1.00|0|0400010012012-2013
040001001|2013-2014||11||||0|0400010012013-2014
040001001|2014-2015|40.55|11|0.55|-1.00|-1.00|0|0400010012014-2015
040001002|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0400010022011-2012
040001002|2012-2013|31.91|04|0.82|-1.00|-1.00|0|0400010022012-2013
040001002|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0400010022013-2014
040001002|2014-2015|36.10|04|0.50|-1.00|-1.00|1|0400010022014-2015
050071001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0500710012011-2012
050071001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0500710012012-2013
050071001|2013-2014||08||||0|0500710012013-2014
050071001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0500710012014-2015
050071001|2011-2012|42.64|11|0.45|-1.00|-1.00|0|0500710012011-2012
050071001|2012-2013|42.09|11|-1.00|0.55|-1.00|0|0500710012012-2013
050071001|2013-2014||11||||0|0500710012013-2014
050071001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0500710012014-2015
050071002|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0500710022011-2012
050071002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0500710022012-2013
050071002|2013-2014|44.69|04|-1.00|0.54|-1.00|0|0500710022013-2014
050071002|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0500710022014-2015
060001001|2011-2012|47.70|11|0.23|0.44|0.33|0|0600010012011-2012
060001001|2012-2013|47.98|11|0.16|0.51|0.33|0|0600010012012-2013
060001001|2013-2014||11||||0|0600010012013-2014
060001001|2014-2015|50.51|11|0.14|0.49|0.37|0|0600010012014-2015
060001002|2011-2012||04|-1.00|0.95|-1.00|0|0600010022011-2012
060001002|2012-2013|44.77|04|0.17|0.77|-1.00|0|0600010022012-2013
060001002|2013-2014|44.27|04|0.33|0.57|-1.00|0|0600010022013-2014
060001002|2014-2015|36.57|04|0.51|0.40|-1.00|0|0600010022014-2015
060001004|2011-2012|45.78|08|0.31|0.42|0.28|0|0600010042011-2012
060001004|2012-2013|45.55|08|0.21|0.64|0.15|0|0600010042012-2013
060001004|2013-2014||08||||0|0600010042013-2014
060001004|2014-2015|40.23|08|0.56|0.31|0.13|0|0600010042014-2015
060006001|2011-2012|51.57|08|-1.00|-1.00|0.57|0|0600060012011-2012
060006001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0600060012012-2013
060006001|2013-2014|-1.00|08||||0|0600060012013-2014
060006001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0600060012011-2012
060006001|2012-2013|47.55|11|-1.00|0.45|-1.00|0|0600060012012-2013
060006001|2013-2014|-1.00|11||||0|0600060012013-2014
060006002|2011-2012||04|-1.00|0.91|-1.00|0|0600060022011-2012
060006002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0600060022012-2013
060006002|2013-2014|45.30|04|-1.00|0.80|-1.00|0|0600060022013-2014
060017001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0600170012011-2012
060017001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0600170012012-2013
060017001|2013-2014||08||||0|0600170012013-2014
060017001|2014-2015|45.33|08|0.33|0.44|-1.00|0|0600170012014-2015
060017001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0600170012011-2012
060017001|2012-2013|-1.00|11|-1.00|-1.00|-1.00|0|0600170012012-2013
060017001|2013-2014||11||||0|0600170012013-2014
060017001|2014-2015|50.50|11|-1.00|-1.00|0.43|0|0600170012014-2015
060017002|2011-2012||04|-1.00|0.82|-1.00|0|0600170022011-2012
060017002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0600170022012-2013
060017002|2013-2014|48.20|04|-1.00|0.50|-1.00|0|0600170022013-2014
060017002|2014-2015|41.33|04|0.43|0.48|-1.00|0|0600170022014-2015
060075001|2014-2015|55.50|11|-1.00|0.39|0.56|0|0600750012014-2015
060075002|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0600750022014-2015
060075003|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0600750032014-2015
060075004|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0600750042014-2015
070006001|2011-2012|38.36|11|0.65|0.22|0.13|0|0700060012011-2012
070006001|2012-2013|44.53|11|0.30|0.44|0.27|0|0700060012012-2013
070006001|2013-2014||11||||0|0700060012013-2014
070006001|2014-2015|47.03|11|0.16|0.60|0.24|0|0700060012014-2015
070006002|2011-2012|39.59|08|0.50|0.33|0.18|0|0700060022011-2012
070006002|2012-2013|39.60|08|0.56|0.26|0.18|1|0700060022012-2013
070006002|2013-2014||08||||0|0700060022013-2014
070006002|2014-2015|42.58|08|0.42|0.34|0.25|1|0700060022014-2015
070006005|2011-2012||04|0.17|0.84|-1.00|0|0700060052011-2012
070006005|2012-2013|42.38|04|0.31|0.57|0.12|0|0700060052012-2013
070006005|2013-2014|39.39|04|0.39|0.50|0.11|0|0700060052013-2014
070006005|2014-2015|41.70|04|0.42|0.43|0.14|0|0700060052014-2015
070010001|2011-2012|40.84|08|0.50|0.44|-1.00|0|0700100012011-2012
070010001|2012-2013|39.82|08|0.58|0.36|-1.00|0|0700100012012-2013
070010001|2013-2014||08||||0|0700100012013-2014
070010001|2014-2015|37.31|08|0.54|0.38|-1.00|0|0700100012014-2015
070010001|2011-2012|40.69|11|0.55|0.31|-1.00|0|0700100012011-2012
070010001|2012-2013|43.30|11|0.30|0.65|-1.00|0|0700100012012-2013
070010001|2013-2014||11||||0|0700100012013-2014
070010001|2014-2015|45.56|11|0.31|0.47|0.22|0|0700100012014-2015
070010002|2011-2012||04|-1.00|0.97|-1.00|0|0700100022011-2012
070010002|2012-2013|45.19|04|0.25|0.59|0.16|0|0700100022012-2013
070010002|2013-2014|45.47|04|-1.00|0.74|-1.00|0|0700100022013-2014
070010002|2014-2015|42.67|04|0.36|0.56|-1.00|0|0700100022014-2015
080036001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0800360012011-2012
080036001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0800360012012-2013
080036001|2013-2014|-1.00|08||||0|0800360012013-2014
080036001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0800360012014-2015
080036001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0800360012011-2012
080036001|2012-2013|42.17|11|-1.00|0.58|-1.00|0|0800360012012-2013
080036001|2013-2014|-1.00|11||||0|0800360012013-2014
080036001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0800360012014-2015
080036002|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|0800360022011-2012
080036002|2012-2013|-1.00|04|-1.00|-1.00|-1.00|0|0800360022012-2013
080036002|2013-2014|-1.00|04|-1.00|-1.00|-1.00|0|0800360022013-2014
080036002|2014-2015|-1.00|04|-1.00|-1.00|-1.00|0|0800360022014-2015
080050001|2011-2012|49.57|11|-1.00|0.43|0.38|0|0800500012011-2012
080050001|2012-2013|42.15|11|0.38|0.54|-1.00|0|0800500012012-2013
080050001|2013-2014||11||||0|0800500012013-2014
080050001|2014-2015|50.14|11|-1.00|0.62|0.33|0|0800500012014-2015
080050002|2011-2012|47.68|08|0.26|0.47|0.26|0|0800500022011-2012
080050002|2012-2013|47.31|08|-1.00|0.46|-1.00|0|0800500022012-2013
080050002|2013-2014||08||||0|0800500022013-2014
080050002|2014-2015|58.85|08|-1.00|-1.00|0.80|0|0800500022014-2015
080050003|2011-2012||04|-1.00|0.88|-1.00|0|0800500032011-2012
080050003|2012-2013|48.38|04|-1.00|0.81|-1.00|0|0800500032012-2013
080050003|2013-2014|41.38|04|0.38|0.56|-1.00|0|0800500032013-2014
080050003|2014-2015|41.92|04|0.58|-1.00|-1.00|0|0800500032014-2015
090010001|2011-2012|45.93|11|0.36|0.44|0.20|0|0900100012011-2012
090010001|2012-2013|40.95|11|0.46|0.38|0.16|0|0900100012012-2013
090010001|2013-2014||11||||1|0900100012013-2014
090010001|2014-2015|46.41|11|0.26|0.51|0.23|0|0900100012014-2015
090010002|2011-2012||04|-1.00|0.97|-1.00|0|0900100022011-2012
090010002|2012-2013|47.56|04|0.25|0.41|0.34|0|0900100022012-2013
090010002|2013-2014|44.50|04|0.30|0.45|0.25|0|0900100022013-2014
090010002|2014-2015|39.83|04|0.50|0.40|-1.00|0|0900100022014-2015
090010003|2011-2012|37.88|08|0.61|0.27|-1.00|0|0900100032011-2012
090010003|2012-2013|36.21|08|0.63|0.34|-1.00|0|0900100032012-2013
090010003|2013-2014||08||||0|0900100032013-2014
090010003|2014-2015|38.19|08|0.58|0.32|-1.00|0|0900100032014-2015
100002001|2011-2012|44.42|08|0.38|0.36|0.26|0|1000020012011-2012
100002001|2012-2013|38.11|08|0.46|0.49|-1.00|0|1000020012012-2013
100002001|2013-2014||08||||0|1000020012013-2014
100002001|2014-2015|38.89|08|0.55|0.34|-1.00|0|1000020012014-2015
100002001|2011-2012|47.83|11|0.27|0.38|0.35|0|1000020012011-2012
100002001|2012-2013|47.50|11|0.20|0.46|0.35|0|1000020012012-2013
100002001|2013-2014||11||||0|1000020012013-2014
100002001|2014-2015|44.05|11|0.28|0.60|0.12|0|1000020012014-2015
100002002|2011-2012||04|0.13|0.87|-1.00|0|1000020022011-2012
100002002|2012-2013|37.40|04|0.52|0.46|-1.00|0|1000020022012-2013
100002002|2013-2014|39.93|04|0.43|0.43|0.13|0|1000020022013-2014
100002002|2014-2015|35.73|04|0.73|0.21|-1.00|0|1000020022014-2015
100007001|2011-2012|48.62|11|0.30|0.26|0.44|0|1000070012011-2012
100007001|2012-2013|42.93|11|0.38|0.38|0.24|0|1000070012012-2013
100007001|2013-2014||11||||2|1000070012013-2014
100007001|2014-2015|47.19|11|0.28|0.37|0.35|4|1000070012014-2015
100007002|2011-2012|45.03|08|0.39|0.29|0.32|0|1000070022011-2012
100007002|2012-2013|47.31|08|0.25|0.42|0.33|0|1000070022012-2013
100007002|2013-2014||08||||0|1000070022013-2014
100007002|2014-2015|47.91|08|0.21|0.48|0.31|0|1000070022014-2015
100007003|2011-2012||04|0.21|0.79|-1.00|0|1000070032011-2012
100007003|2012-2013|38.18|04|0.48|0.48|-1.00|0|1000070032012-2013
100007003|2013-2014|37.50|04|0.52|0.46|-1.00|0|1000070032013-2014
100007003|2014-2015|34.66|04|0.63|0.31|-1.00|0|1000070032014-2015
100007004|2011-2012||04|0.36|0.64|-1.00|0|1000070042011-2012
100007004|2012-2013|36.33|04|0.58|0.40|-1.00|0|1000070042012-2013
100007004|2013-2014|36.73|04|0.49|0.49|-1.00|0|1000070042013-2014
100007004|2014-2015|37.33|04|0.45|0.48|-1.00|0|1000070042014-2015
100007005|2011-2012||04|0.17|0.83|-1.00|0|1000070052011-2012
100007005|2012-2013|39.79|04|0.53|0.35|0.11|0|1000070052012-2013
100007005|2013-2014|46.36|04|0.20|0.59|0.21|1|1000070052013-2014
100007005|2014-2015|47.55|04|0.16|0.65|0.18|0|1000070052014-2015
100007006|2011-2012||04|0.14|0.86|-1.00|0|1000070062011-2012
100007006|2012-2013|44.38|04|0.28|0.60|0.12|0|1000070062012-2013
100007006|2013-2014|46.65|04|0.15|0.61|0.24|0|1000070062013-2014
100007006|2014-2015|47.21|04|0.15|0.67|0.18|0|1000070062014-2015
100007007|2011-2012||04|-1.00|0.98|-1.00|0|1000070072011-2012
100007007|2012-2013|48.91|04|0.20|0.53|0.27|0|1000070072012-2013
100007007|2013-2014|42.10|04|0.38|0.58|-1.00|0|1000070072013-2014
100007007|2014-2015|49.77|04|-1.00|0.67|0.23|0|1000070072014-2015
100007008|2011-2012||04|0.23|0.77|-1.00|0|1000070082011-2012
100007008|2012-2013|47.40|04|0.23|0.55|0.23|0|1000070082012-2013
100007008|2013-2014|47.77|04|0.15|0.74|-1.00|0|1000070082013-2014
100007008|2014-2015|45.52|04|0.21|0.70|-1.00|0|1000070082014-2015
100007010|2011-2012||04|-1.00|-1.00|-1.00|0|1000070102011-2012
100007010|2012-2013|49.14|04|0.19|0.46|0.35|0|1000070102012-2013
100007010|2013-2014|52.89|04|-1.00|0.47|0.47|0|1000070102013-2014
100007010|2014-2015|48.35|04|0.15|0.60|0.25|0|1000070102014-2015
100007013|2011-2012||04|-1.00|0.95|-1.00|0|1000070132011-2012
100007013|2012-2013|47.00|04|-1.00|0.68|-1.00|0|1000070132012-2013
100007013|2013-2014|45.22|04|0.22|0.65|-1.00|0|1000070132013-2014
100007013|2014-2015|49.14|04|-1.00|0.76|-1.00|0|1000070132014-2015
100007014|2011-2012||04|-1.00|0.96|-1.00|0|1000070142011-2012
100007014|2012-2013|48.58|04|0.23|0.55|0.23|0|1000070142012-2013
100007014|2013-2014|49.51|04|0.13|0.58|0.28|0|1000070142013-2014
100007014|2014-2015|50.98|04|0.20|0.37|0.43|0|1000070142014-2015
100007015|2011-2012|46.21|08|0.35|0.31|0.33|0|1000070152011-2012
100007015|2012-2013|42.35|08|0.43|0.38|0.19|0|1000070152012-2013
100007015|2013-2014||08||||0|1000070152013-2014
100007015|2014-2015|48.98|08|0.19|0.42|0.40|1|1000070152014-2015
100007017|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|1000070172011-2012
100007020|2011-2012|-1.00|04|-1.00|-1.00|-1.00|0|1000070202011-2012
100007028|2012-2013|44.00|04|0.37|0.42|-1.00|0|1000070282012-2013
100007028|2013-2014|52.17|04|-1.00|0.61|0.30|0|1000070282013-2014
100007028|2014-2015|53.22|04|-1.00|0.33|0.50|0|1000070282014-2015
100009001|2011-2012|44.93|08|0.46|0.25|0.29|0|1000090012011-2012
100009001|2012-2013|48.89|08|-1.00|0.42|0.37|0|1000090012012-2013
100009001|2013-2014||08||||0|1000090012013-2014
100009001|2014-2015|52.95|08|-1.00|0.52|0.38|0|1000090012014-2015
100009001|2011-2012|44.96|11|0.26|0.43|0.30|0|1000090012011-2012
100009001|2012-2013|47.88|11|-1.00|0.62|0.27|0|1000090012012-2013
100009001|2013-2014||11||||0|1000090012013-2014
100009001|2014-2015|46.76|11|0.24|0.55|0.21|0|1000090012014-2015
100009002|2011-2012||04|-1.00|0.97|-1.00|0|1000090022011-2012
100009002|2012-2013|54.47|04|-1.00|0.53|0.42|0|1000090022012-2013
100009002|2013-2014|53.27|04|-1.00|0.53|0.40|0|1000090022013-2014
100009002|2014-2015|47.00|04|0.19|0.63|0.19|0|1000090022014-2015
100019001|2011-2012|44.37|08|0.30|0.48|0.22|0|1000190012011-2012
100019001|2012-2013|45.18|08|0.27|0.59|-1.00|0|1000190012012-2013
100019001|2013-2014||08||||0|1000190012013-2014
100019001|2014-2015|48.81|08|-1.00|0.57|0.29|0|1000190012014-2015
100019001|2011-2012|40.16|11|0.68|-1.00|-1.00|0|1000190012011-2012
100019001|2012-2013|44.48|11|0.36|0.36|0.28|0|1000190012012-2013
100019001|2013-2014||11||||0|1000190012013-2014
100019001|2014-2015|53.59|11|-1.00|0.41|0.55|0|1000190012014-2015
100019002|2011-2012||04|-1.00|0.93|-1.00|0|1000190022011-2012
100019002|2012-2013|44.62|04|0.29|0.57|-1.00|0|1000190022012-2013
100019002|2013-2014|43.38|04|0.31|0.62|-1.00|0|1000190022013-2014
100019002|2014-2015|42.17|04|0.39|0.48|-1.00|0|1000190022014-2015
100069001|2011-2012|44.11|08|0.47|0.21|0.32|0|1000690012011-2012
100069001|2012-2013|43.00|08|0.34|0.59|-1.00|0|1000690012012-2013
100069001|2013-2014||08||||0|1000690012013-2014
100069001|2014-2015|51.66|08|0.15|0.37|0.49|0|1000690012014-2015
100069001|2011-2012|45.81|11|0.23|0.50|0.27|0|1000690012011-2012
100069001|2012-2013|45.72|11|0.26|0.54|0.21|0|1000690012012-2013
100069001|2013-2014||11||||0|1000690012013-2014
100069001|2014-2015|49.71|11|-1.00|0.63|0.29|0|1000690012014-2015
100069002|2011-2012||04|-1.00|0.94|-1.00|0|1000690022011-2012
100069002|2012-2013|42.48|04|0.50|0.36|0.14|0|1000690022012-2013
100069002|2013-2014|48.04|04|0.18|0.50|0.32|0|1000690022013-2014
100069002|2014-2015|42.74|04|0.35|0.52|-1.00|0|1000690022014-2015
100105001|2011-2012|47.79|08|-1.00|0.64|-1.00|0|1001050012011-2012
100105001|2012-2013|39.00|08|0.47|0.53|-1.00|0|1001050012012-2013
100105001|2013-2014||08||||0|1001050012013-2014
