id|year|science_avg_score|science_grade|science_basic_pct|science_proficient_pct|science_advanced_pct|science_not_tested_pct|concat_join_id
010003001|2011-2012|106.58|08|-1.00|0.68|-1.00|0|0100030012011-2012
010003001|2012-2013|114.00|08|-1.00|0.45|-1.00|0|0100030012012-2013
010003001|2013-2014|113.52|08|0.24|0.48|0.29|0|0100030012013-2014
010003001|2014-2015|104.60|08|0.33|0.47|-1.00|0|0100030012014-2015
010003001|2011-2012|111.57|11|-1.00|0.74|-1.00|0|0100030012011-2012
010003001|2012-2013|132.20|11|-1.00|0.33|0.60|0|0100030012012-2013
010003001|2013-2014|110.90|11|-1.00|0.60|-1.00|0|0100030012013-2014
010003001|2014-2015|106.61|11|-1.00|0.78|-1.00|0|0100030012014-2015
010003002|2011-2012|114.43|05|-1.00|0.64|-1.00|0|0100030022011-2012
010003002|2012-2013|101.77|05|-1.00|0.46|-1.00|0|0100030022012-2013
010003002|2013-2014|102.07|05|0.36|0.50|-1.00|0|0100030022013-2014
010003002|2014-2015|100.83|05|-1.00|0.83|-1.00|0|0100030022014-2015
010018001|2011-2012|95.36|11|0.40|0.47|0.13|1|0100180012011-2012
010018001|2012-2013|97.19|11|0.32|0.59|0.09|4|0100180012012-2013
010018001|2013-2014|96.14|11|0.36|0.54|0.10|1|0100180012013-2014
010018001|2014-2015|97.35|11|0.32|0.60|0.09|4|0100180012014-2015
010018002|2011-2012|95.15|08|0.38|0.52|0.10|0|0100180022011-2012
010018002|2012-2013|105.01|08|0.24|0.61|0.16|0|0100180022012-2013
010018002|2013-2014|106.28|08|0.26|0.56|0.18|0|0100180022013-2014
010018002|2014-2015|107.45|08|0.33|0.41|0.25|0|0100180022014-2015
010018003|2011-2012|109.07|05|0.18|0.66|0.16|0|0100180032011-2012
010018003|2012-2013|102.83|05|0.24|0.59|0.17|0|0100180032012-2013
010018003|2013-2014|101.66|05|0.32|0.48|0.20|1|0100180032013-2014
010018003|2014-2015|114.91|05|0.20|0.51|0.29|0|0100180032014-2015
010018004|2011-2012|95.38|05|0.43|0.48|0.10|0|0100180042011-2012
010018004|2012-2013|99.23|05|0.35|0.55|0.10|0|0100180042012-2013
010018004|2013-2014|99.76|05|0.20|0.78|-1.00|0|0100180042013-2014
010018004|2014-2015|108.02|05|0.25|0.56|0.19|0|0100180042014-2015
010018005|2011-2012|71.32|05|0.79|0.21|-1.00|0|0100180052011-2012
010018005|2012-2013|78.52|05|0.65|0.33|-1.00|0|0100180052012-2013
010018005|2013-2014|105.59|05|0.26|0.69|-1.00|0|0100180052013-2014
010018005|2014-2015|102.87|05|0.28|0.63|-1.00|0|0100180052014-2015
010018006|2011-2012|102.83|05|0.23|0.67|0.10|0|0100180062011-2012
010018006|2012-2013|110.00|05|0.18|0.63|0.19|0|0100180062012-2013
010018006|2013-2014|105.31|05|0.31|0.52|0.17|0|0100180062013-2014
010018006|2014-2015|112.43|05|0.17|0.62|0.21|0|0100180062014-2015
010018007|2011-2012|108.69|05|0.24|0.57|0.19|0|0100180072011-2012
010018007|2012-2013|98.33|05|0.35|0.50|0.15|0|0100180072012-2013
010018007|2013-2014|116.24|05|0.14|0.59|0.27|0|0100180072013-2014
010018007|2014-2015|112.94|05|0.20|0.61|0.18|0|0100180072014-2015
010018008|2011-2012|137.74|05|-1.00|0.39|0.52|0|0100180082011-2012
010018008|2012-2013|130.15|05|-1.00|0.46|0.46|0|0100180082012-2013
010018008|2013-2014|125.26|05|-1.00|0.48|0.43|0|0100180082013-2014
010018008|2014-2015|121.80|05|-1.00|0.52|0.32|0|0100180082014-2015
010090001|2011-2012|99.60|08|0.27|0.61|0.12|0|0100900012011-2012
010090001|2012-2013|109.94|08|0.23|0.56|0.21|0|0100900012012-2013
010090001|2013-2014|107.88|08|0.25|0.58|0.16|0|0100900012013-2014
010090001|2014-2015|111.01|08|0.18|0.65|0.17|0|0100900012014-2015
010090001|2011-2012|111.35|11|0.18|0.62|0.20|0|0100900012011-2012
010090001|2012-2013|116.72|11|0.14|0.55|0.31|0|0100900012012-2013
010090001|2013-2014|110.91|11|0.16|0.64|0.19|0|0100900012013-2014
010090001|2014-2015|112.32|11|0.16|0.56|0.27|1|0100900012014-2015
010090002|2011-2012|108.25|05|-1.00|0.56|-1.00|0|0100900022011-2012
010090002|2012-2013|105.15|05|-1.00|0.70|-1.00|0|0100900022012-2013
010090002|2013-2014|103.00|05|0.35|0.52|-1.00|0|0100900022013-2014
010090002|2014-2015|104.24|05|0.24|0.62|-1.00|0|0100900022014-2015
010090003|2011-2012|124.70|05|-1.00|0.70|-1.00|0|0100900032011-2012
010090003|2012-2013|136.85|05|-1.00|0.35|0.55|0|0100900032012-2013
010090003|2013-2014|116.61|05|-1.00|0.50|0.33|0|0100900032013-2014
010090003|2014-2015|123.63|05|-1.00|0.63|0.26|0|0100900032014-2015
010090004|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0100900042011-2012
010090005|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0100900052011-2012
010090006|2011-2012|101.33|05|0.25|0.67|-1.00|0|0100900062011-2012
010090006|2012-2013|105.73|05|0.27|0.55|-1.00|0|0100900062012-2013
010090006|2013-2014|122.06|05|-1.00|0.69|-1.00|0|0100900062013-2014
010090006|2014-2015|124.57|05|-1.00|0.52|0.38|0|0100900062014-2015
010123001|2011-2012|113.76|08|-1.00|0.41|0.35|0|0101230012011-2012
010123001|2012-2013|104.47|08|-1.00|0.60|-1.00|0|0101230012012-2013
010123001|2013-2014|120.21|08|-1.00|0.50|-1.00|0|0101230012013-2014
010123001|2014-2015|101.13|08|0.31|0.50|-1.00|0|0101230012014-2015
010123001|2011-2012|105.00|11|0.23|0.64|-1.00|0|0101230012011-2012
010123001|2012-2013|105.60|11|-1.00|0.93|-1.00|0|0101230012012-2013
010123001|2013-2014|112.31|11|-1.00|0.81|-1.00|0|0101230012013-2014
010123001|2014-2015|114.00|11|-1.00|0.69|-1.00|0|0101230012014-2015
010123002|2011-2012|108.92|05|-1.00|0.50|-1.00|0|0101230022011-2012
010123002|2012-2013|121.00|05|-1.00|0.50|-1.00|0|0101230022012-2013
010123002|2013-2014|126.93|05|-1.00|0.71|-1.00|0|0101230022013-2014
010123002|2014-2015|114.43|05|-1.00|0.86|-1.00|0|0101230022014-2015
020009001|2011-2012|100.88|08|0.29|0.56|0.15|0|0200090012011-2012
020009001|2012-2013|98.53|08|0.30|0.60|-1.00|0|0200090012012-2013
020009001|2013-2014|100.41|08|0.31|0.53|0.16|0|0200090012013-2014
020009001|2014-2015|107.14|08|0.21|0.64|-1.00|0|0200090012014-2015
020009001|2011-2012|103.00|11|0.23|0.64|-1.00|0|0200090012011-2012
020009001|2012-2013|113.42|11|-1.00|0.71|0.21|0|0200090012012-2013
020009001|2013-2014|112.46|11|0.19|0.65|-1.00|0|0200090012013-2014
020009001|2014-2015|114.20|11|-1.00|0.80|-1.00|0|0200090012014-2015
020009002|2011-2012|99.64|05|0.32|0.60|-1.00|1|0200090022011-2012
020009002|2012-2013|109.58|05|-1.00|0.75|-1.00|0|0200090022012-2013
020009002|2013-2014|120.19|05|-1.00|0.56|0.38|0|0200090022013-2014
020009002|2014-2015|103.30|05|0.30|0.60|-1.00|0|0200090022014-2015
020018001|2011-2012|116.85|08|-1.00|0.54|-1.00|0|0200180012011-2012
020018001|2012-2013|118.33|08|-1.00|0.53|-1.00|0|0200180012012-2013
020018001|2013-2014|124.20|08|-1.00|0.70|-1.00|0|0200180012013-2014
020018001|2014-2015|125.20|08|-1.00|-1.00|0.47|0|0200180012014-2015
020018001|2011-2012|122.50|11|-1.00|0.75|-1.00|0|0200180012011-2012
020018001|2012-2013|109.58|11|-1.00|0.92|-1.00|0|0200180012012-2013
020018001|2013-2014|113.79|11|-1.00|0.79|-1.00|0|0200180012013-2014
020018001|2014-2015|123.75|11|-1.00|0.58|-1.00|0|0200180012014-2015
020018002|2011-2012|108.57|05|-1.00|0.57|-1.00|0|0200180022011-2012
020018002|2012-2013|-1.00|05|-1.00|-1.00|-1.00|0|0200180022012-2013
020018002|2013-2014|-1.00|05|-1.00|-1.00|-1.00|0|0200180022013-2014
020018002|2014-2015|-1.00|05|-1.00|-1.00|-1.00|0|0200180022014-2015
022001006|2014-2015|-1.00|05|-1.00|-1.00|-1.00|0|0220010062014-2015
022001007|2011-2012|123.08|05|-1.00|0.62|0.31|0|0220010072011-2012
022001007|2012-2013|103.57|05|0.29|0.62|-1.00|0|0220010072012-2013
022001007|2013-2014|110.00|05|-1.00|0.65|-1.00|0|0220010072013-2014
022001007|2014-2015|114.33|05|-1.00|0.57|0.24|0|0220010072014-2015
022001007|2011-2012|101.18|08|0.25|0.64|-1.00|0|0220010072011-2012
022001007|2012-2013|98.96|08|0.21|0.68|-1.00|0|0220010072012-2013
022001007|2013-2014|90.12|08|0.40|0.48|-1.00|0|0220010072013-2014
022001007|2014-2015|112.16|08|-1.00|0.64|0.20|0|0220010072014-2015
022001008|2011-2012|93.13|11|0.52|0.35|-1.00|0|0220010082011-2012
022001008|2012-2013|102.61|11|-1.00|0.78|-1.00|0|0220010082012-2013
022001008|2013-2014|93.05|11|0.30|0.70|-1.00|0|0220010082013-2014
022001008|2014-2015|112.03|11|0.19|0.59|0.22|0|0220010082014-2015
022001009|2011-2012|94.05|11|0.47|0.47|-1.00|0|0220010092011-2012
022001009|2012-2013|98.40|11|0.25|0.75|-1.00|0|0220010092012-2013
022001009|2013-2014|112.70|11|-1.00|0.70|-1.00|0|0220010092013-2014
022001009|2014-2015|106.07|11|-1.00|0.79|-1.00|0|0220010092014-2015
022001010|2011-2012|102.93|05|-1.00|0.50|-1.00|0|0220010102011-2012
022001010|2012-2013|-1.00|05|-1.00|-1.00|-1.00|0|0220010102012-2013
022001010|2013-2014|132.67|05|-1.00|0.42|0.42|0|0220010102013-2014
022001010|2011-2012|110.27|08|-1.00|0.67|-1.00|0|0220010102011-2012
022001010|2012-2013|99.21|08|-1.00|0.64|-1.00|0|0220010102012-2013
022001010|2013-2014|103.00|08|-1.00|-1.00|-1.00|0|0220010102013-2014
022001010|2014-2015|92.69|08|0.56|0.31|-1.00|0|0220010102014-2015
030500001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0305000012011-2012
030500001|2012-2013|117.90|08|-1.00|0.60|-1.00|0|0305000012012-2013
030500001|2013-2014|-1.00|08|-1.00|-1.00|-1.00|0|0305000012013-2014
030500001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0305000012014-2015
030500001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0305000012011-2012
030500001|2012-2013|-1.00|11|-1.00|-1.00|-1.00|0|0305000012012-2013
030500001|2013-2014|-1.00|11|-1.00|-1.00|-1.00|0|0305000012013-2014
030500001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0305000012014-2015
030500002|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0305000022011-2012
030500002|2012-2013|119.00|05|-1.00|0.70|-1.00|0|0305000022012-2013
030500002|2013-2014|-1.00|05|-1.00|-1.00|-1.00|0|0305000022013-2014
030500002|2014-2015|109.40|05|-1.00|0.80|-1.00|0|0305000022014-2015
040001001|2011-2012|89.23|08|0.46|0.46|-1.00|0|0400010012011-2012
040001001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0400010012012-2013
040001001|2013-2014|84.00|08|0.60|-1.00|-1.00|0|0400010012013-2014
040001001|2014-2015|72.71|08|0.64|0.36|-1.00|0|0400010012014-2015
040001001|2011-2012|119.08|11|-1.00|0.42|0.42|0|0400010012011-2012
040001001|2012-2013|93.75|11|-1.00|0.58|-1.00|0|0400010012012-2013
040001001|2013-2014|112.14|11|-1.00|0.71|-1.00|0|0400010012013-2014
040001001|2014-2015|103.91|11|-1.00|0.45|-1.00|0|0400010012014-2015
040001002|2011-2012|90.50|05|0.50|0.42|-1.00|0|0400010022011-2012
040001002|2012-2013|104.20|05|-1.00|0.70|-1.00|0|0400010022012-2013
040001002|2013-2014|89.20|05|0.47|0.40|-1.00|0|0400010022013-2014
040001002|2014-2015|104.73|05|-1.00|0.73|-1.00|0|0400010022014-2015
050071001|2011-2012|-1.00|08|-1.00|-1.00|-1.00|0|0500710012011-2012
050071001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0500710012012-2013
050071001|2013-2014|101.31|08|0.38|0.46|-1.00|0|0500710012013-2014
050071001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0500710012014-2015
050071001|2011-2012|110.91|11|-1.00|0.64|-1.00|0|0500710012011-2012
050071001|2012-2013|101.55|11|-1.00|0.91|-1.00|0|0500710012012-2013
050071001|2013-2014|101.67|11|-1.00|0.75|-1.00|0|0500710012013-2014
050071001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0500710012014-2015
050071002|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0500710022011-2012
050071002|2012-2013|-1.00|05|-1.00|-1.00|-1.00|0|0500710022012-2013
050071002|2013-2014|111.40|05|-1.00|0.60|-1.00|0|0500710022013-2014
050071002|2014-2015|113.08|05|-1.00|0.75|-1.00|0|0500710022014-2015
060001001|2011-2012|110.51|11|0.21|0.56|0.23|0|0600010012011-2012
060001001|2012-2013|107.82|11|0.18|0.67|0.15|0|0600010012012-2013
060001001|2013-2014|107.87|11|0.21|0.67|0.13|0|0600010012013-2014
060001001|2014-2015|110.55|11|0.12|0.65|0.22|0|0600010012014-2015
060001002|2011-2012|100.29|05|0.26|0.65|-1.00|0|0600010022011-2012
060001002|2012-2013|91.54|05|0.39|0.56|-1.00|0|0600010022012-2013
060001002|2013-2014|103.47|05|0.31|0.53|0.17|0|0600010022013-2014
060001002|2014-2015|114.06|05|0.15|0.59|0.26|0|0600010022014-2015
060001004|2011-2012|106.91|08|0.17|0.66|0.17|0|0600010042011-2012
060001004|2012-2013|85.88|08|0.45|0.48|-1.00|0|0600010042012-2013
060001004|2013-2014|112.67|08|0.17|0.64|0.19|0|0600010042013-2014
060001004|2014-2015|98.08|08|0.41|0.49|-1.00|0|0600010042014-2015
060006001|2011-2012|100.07|08|0.36|0.43|-1.00|0|0600060012011-2012
060006001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0600060012012-2013
060006001|2013-2014|-1.00|08|-1.00|-1.00|-1.00|0|0600060012013-2014
060006001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0600060012011-2012
060006001|2012-2013|90.09|11|-1.00|0.64|-1.00|0|0600060012012-2013
060006001|2013-2014|-1.00|11|-1.00|-1.00|-1.00|0|0600060012013-2014
060006002|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0600060022011-2012
060006002|2012-2013|-1.00|05|-1.00|-1.00|-1.00|0|0600060022012-2013
060006002|2013-2014|-1.00|05|-1.00|-1.00|-1.00|0|0600060022013-2014
060017001|2011-2012|106.20|08|-1.00|0.60|-1.00|0|0600170012011-2012
060017001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0600170012012-2013
060017001|2013-2014|102.55|08|-1.00|0.91|-1.00|0|0600170012013-2014
060017001|2014-2015|89.44|08|0.50|0.33|-1.00|0|0600170012014-2015
060017001|2011-2012|105.30|11|-1.00|0.80|-1.00|0|0600170012011-2012
060017001|2012-2013|-1.00|11|-1.00|-1.00|-1.00|0|0600170012012-2013
060017001|2013-2014|110.40|11|-1.00|0.80|-1.00|0|0600170012013-2014
060017001|2014-2015|106.20|11|-1.00|0.73|-1.00|0|0600170012014-2015
060017002|2011-2012|108.80|05|-1.00|0.53|-1.00|0|0600170022011-2012
060017002|2012-2013|129.80|05|-1.00|-1.00|0.60|0|0600170022012-2013
060017002|2013-2014|-1.00|05|-1.00|-1.00|-1.00|0|0600170022013-2014
060017002|2014-2015|104.90|05|-1.00|0.60|-1.00|0|0600170022014-2015
060075001|2014-2015|105.28|11|-1.00|0.78|-1.00|0|0600750012014-2015
060075002|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0600750022014-2015
060075003|2014-2015|123.80|05|-1.00|0.60|-1.00|0|0600750032014-2015
060075004|2014-2015|-1.00|05|-1.00|-1.00|-1.00|0|0600750042014-2015
070006001|2011-2012|95.09|11|0.39|0.47|0.14|1|0700060012011-2012
070006001|2012-2013|102.03|11|0.29|0.55|0.16|0|0700060012012-2013
070006001|2013-2014|103.06|11|0.25|0.65|0.10|0|0700060012013-2014
070006001|2014-2015|105.61|11|0.27|0.54|0.19|1|0700060012014-2015
070006002|2011-2012|92.32|05|0.39|0.55|0.06|0|0700060022011-2012
070006002|2012-2013|94.97|05|0.40|0.47|0.13|0|0700060022012-2013
070006002|2013-2014|106.24|05|0.24|0.59|0.17|0|0700060022013-2014
070006002|2014-2015|94.21|05|0.39|0.54|0.07|3|0700060022014-2015
070006002|2011-2012|93.85|08|0.39|0.45|0.16|0|0700060022011-2012
070006002|2012-2013|90.98|08|0.46|0.45|0.08|1|0700060022012-2013
070006002|2013-2014|88.73|08|0.46|0.47|0.06|0|0700060022013-2014
070006002|2014-2015|92.71|08|0.44|0.45|0.12|1|0700060022014-2015
070010001|2011-2012|104.73|08|0.27|0.58|0.15|0|0700100012011-2012
070010001|2012-2013|103.67|08|0.27|0.58|0.15|0|0700100012012-2013
070010001|2013-2014|92.96|08|0.39|0.54|-1.00|0|0700100012013-2014
070010001|2014-2015|111.65|08|0.23|0.50|0.27|0|0700100012014-2015
070010001|2011-2012|106.68|11|0.25|0.64|-1.00|0|0700100012011-2012
070010001|2012-2013|108.12|11|-1.00|0.80|-1.00|0|0700100012012-2013
070010001|2013-2014|109.65|11|-1.00|0.75|-1.00|0|0700100012013-2014
070010001|2014-2015|111.18|11|0.21|0.58|0.21|0|0700100012014-2015
070010002|2011-2012|104.46|05|0.35|0.54|-1.00|0|0700100022011-2012
070010002|2012-2013|121.88|05|0.13|0.50|0.38|0|0700100022012-2013
070010002|2013-2014|111.53|05|0.29|0.44|0.26|0|0700100022013-2014
070010002|2014-2015|112.43|05|0.24|0.57|-1.00|0|0700100022014-2015
080036001|2011-2012|89.80|08|-1.00|0.50|-1.00|0|0800360012011-2012
080036001|2012-2013|-1.00|08|-1.00|-1.00|-1.00|0|0800360012012-2013
080036001|2013-2014|-1.00|08|-1.00|-1.00|-1.00|0|0800360012013-2014
080036001|2014-2015|-1.00|08|-1.00|-1.00|-1.00|0|0800360012014-2015
080036001|2011-2012|-1.00|11|-1.00|-1.00|-1.00|0|0800360012011-2012
080036001|2012-2013|105.38|11|0.38|0.46|-1.00|0|0800360012012-2013
080036001|2013-2014|-1.00|11|-1.00|-1.00|-1.00|0|0800360012013-2014
080036001|2014-2015|-1.00|11|-1.00|-1.00|-1.00|0|0800360012014-2015
080036002|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|0800360022011-2012
080036002|2012-2013|-1.00|05|-1.00|-1.00|-1.00|0|0800360022012-2013
080036002|2013-2014|-1.00|05|-1.00|-1.00|-1.00|0|0800360022013-2014
080036002|2014-2015|-1.00|05|-1.00|-1.00|-1.00|0|0800360022014-2015
080050001|2011-2012|102.00|11|0.24|0.67|-1.00|0|0800500012011-2012
080050001|2012-2013|112.07|11|-1.00|0.53|-1.00|0|0800500012012-2013
080050001|2013-2014|107.36|11|0.36|0.50|-1.00|0|0800500012013-2014
080050001|2014-2015|106.10|11|0.29|0.52|-1.00|0|0800500012014-2015
080050002|2011-2012|112.67|05|-1.00|0.67|-1.00|0|0800500022011-2012
080050002|2012-2013|96.64|05|-1.00|0.71|-1.00|0|0800500022012-2013
080050002|2013-2014|100.04|05|0.29|0.54|-1.00|0|0800500022013-2014
080050002|2014-2015|83.59|05|0.53|0.41|-1.00|0|0800500022014-2015
080050002|2011-2012|98.16|08|0.32|0.58|-1.00|0|0800500022011-2012
080050002|2012-2013|100.50|08|0.36|0.57|-1.00|0|0800500022012-2013
080050002|2013-2014|101.53|08|-1.00|0.60|-1.00|0|0800500022013-2014
080050002|2014-2015|109.95|08|-1.00|0.75|-1.00|0|0800500022014-2015
090010001|2011-2012|106.36|11|0.22|0.67|0.11|0|0900100012011-2012
090010001|2012-2013|105.00|11|0.30|0.54|0.16|0|0900100012012-2013
090010001|2013-2014|107.20|11|0.23|0.66|-1.00|0|0900100012013-2014
090010001|2014-2015|101.13|11|0.33|0.51|0.15|0|0900100012014-2015
090010003|2011-2012|105.64|05|0.18|0.71|-1.00|0|0900100032011-2012
090010003|2012-2013|103.82|05|0.29|0.53|0.18|0|0900100032012-2013
090010003|2013-2014|111.64|05|0.18|0.52|0.30|0|0900100032013-2014
090010003|2014-2015|117.63|05|0.13|0.63|0.25|0|0900100032014-2015
090010003|2011-2012|101.55|08|0.30|0.58|-1.00|0|0900100032011-2012
090010003|2012-2013|95.16|08|0.38|0.49|0.14|0|0900100032012-2013
090010003|2013-2014|104.97|08|0.14|0.72|0.14|0|0900100032013-2014
090010003|2014-2015|106.07|08|0.33|0.50|0.17|0|0900100032014-2015
100002001|2011-2012|95.34|08|0.38|0.54|-1.00|0|1000020012011-2012
100002001|2012-2013|96.74|08|0.37|0.51|-1.00|0|1000020012012-2013
100002001|2013-2014|96.00|08|0.49|0.31|0.20|0|1000020012013-2014
100002001|2014-2015|95.47|08|0.42|0.39|0.18|0|1000020012014-2015
100002001|2011-2012|100.52|11|0.33|0.54|0.13|0|1000020012011-2012
100002001|2012-2013|104.04|11|0.22|0.69|-1.00|0|1000020012012-2013
100002001|2013-2014|103.61|11|0.26|0.65|-1.00|0|1000020012013-2014
100002001|2014-2015|98.16|11|0.37|0.49|0.14|0|1000020012014-2015
100002002|2011-2012|91.85|05|0.49|0.39|0.12|0|1000020022011-2012
100002002|2012-2013|89.27|05|0.42|0.52|-1.00|0|1000020022012-2013
100002002|2013-2014|86.14|05|0.43|0.53|-1.00|0|1000020022013-2014
100002002|2014-2015|98.71|05|0.31|0.58|0.10|0|1000020022014-2015
100007001|2011-2012|100.77|11|0.29|0.59|0.12|0|1000070012011-2012
100007001|2012-2013|99.06|11|0.32|0.56|0.12|0|1000070012012-2013
100007001|2013-2014|101.59|11|0.24|0.67|0.10|1|1000070012013-2014
100007001|2014-2015|98.97|11|0.31|0.58|0.11|6|1000070012014-2015
100007002|2011-2012|93.15|08|0.39|0.54|0.06|0|1000070022011-2012
100007002|2012-2013|107.19|08|0.23|0.59|0.18|0|1000070022012-2013
100007002|2013-2014|108.72|08|0.25|0.49|0.26|1|1000070022013-2014
100007002|2014-2015|108.45|08|0.26|0.50|0.24|0|1000070022014-2015
100007003|2011-2012|91.17|05|0.34|0.60|-1.00|0|1000070032011-2012
100007003|2012-2013|91.16|05|0.42|0.48|-1.00|0|1000070032012-2013
100007003|2013-2014|101.97|05|0.23|0.63|0.14|0|1000070032013-2014
100007003|2014-2015|93.27|05|0.35|0.61|-1.00|1|1000070032014-2015
100007004|2011-2012|89.77|05|0.42|0.50|-1.00|0|1000070042011-2012
100007004|2012-2013|80.79|05|0.50|0.41|-1.00|0|1000070042012-2013
100007004|2013-2014|102.21|05|0.33|0.55|0.12|0|1000070042013-2014
100007004|2014-2015|104.55|05|0.24|0.63|0.13|0|1000070042014-2015
100007005|2011-2012|86.23|05|0.45|0.55|-1.00|0|1000070052011-2012
100007005|2012-2013|100.33|05|0.33|0.52|0.15|0|1000070052012-2013
100007005|2013-2014|101.91|05|0.30|0.54|0.16|0|1000070052013-2014
100007005|2014-2015|112.50|05|0.19|0.55|0.27|0|1000070052014-2015
100007006|2011-2012|104.33|05|0.22|0.70|0.08|0|1000070062011-2012
100007006|2012-2013|115.63|05|0.18|0.59|0.23|0|1000070062012-2013
100007006|2013-2014|111.82|05|0.07|0.78|0.15|0|1000070062013-2014
100007006|2014-2015|111.77|05|0.13|0.74|0.13|0|1000070062014-2015
100007007|2011-2012|105.60|05|0.26|0.62|0.12|0|1000070072011-2012
100007007|2012-2013|124.02|05|-1.00|0.62|0.29|0|1000070072012-2013
100007007|2013-2014|118.07|05|0.12|0.66|0.22|0|1000070072013-2014
100007007|2014-2015|125.87|05|0.11|0.48|0.41|0|1000070072014-2015
100007008|2011-2012|105.44|05|0.33|0.50|0.17|0|1000070082011-2012
100007008|2012-2013|99.30|05|0.47|0.33|0.20|0|1000070082012-2013
100007008|2013-2014|126.58|05|-1.00|0.51|0.44|0|1000070082013-2014
100007008|2014-2015|133.82|05|-1.00|0.49|0.41|0|1000070082014-2015
100007010|2011-2012|115.44|05|0.18|0.56|0.26|0|1000070102011-2012
100007010|2012-2013|105.02|05|0.11|0.82|-1.00|0|1000070102012-2013
100007010|2013-2014|119.74|05|-1.00|0.54|0.36|0|1000070102013-2014
100007010|2014-2015|111.86|05|0.16|0.66|0.18|0|1000070102014-2015
100007013|2011-2012|106.27|05|0.27|0.54|0.19|0|1000070132011-2012
100007013|2012-2013|103.13|05|0.29|0.54|-1.00|0|1000070132012-2013
100007013|2013-2014|113.79|05|-1.00|0.71|0.21|0|1000070132013-2014
100007013|2014-2015|123.52|05|-1.00|0.56|0.32|0|1000070132014-2015
100007014|2011-2012|117.96|05|0.12|0.69|0.20|0|1000070142011-2012
100007014|2012-2013|123.45|05|0.14|0.49|0.37|0|1000070142012-2013
100007014|2013-2014|114.45|05|0.13|0.67|0.20|0|1000070142013-2014
100007014|2014-2015|123.58|05|0.09|0.56|0.35|0|1000070142014-2015
100007015|2011-2012|104.04|08|0.27|0.58|0.16|0|1000070152011-2012
100007015|2012-2013|103.09|08|0.35|0.41|0.24|0|1000070152012-2013
100007015|2013-2014|106.78|08|0.24|0.55|0.21|0|1000070152013-2014
100007015|2014-2015|105.59|08|0.27|0.58|0.15|0|1000070152014-2015
100007017|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|1000070172011-2012
100007020|2011-2012|-1.00|05|-1.00|-1.00|-1.00|0|1000070202011-2012
100007028|2012-2013|130.20|05|-1.00|-1.00|0.50|0|1000070282012-2013
100007028|2013-2014|111.43|05|-1.00|0.76|-1.00|0|1000070282013-2014
100007028|2014-2015|120.65|05|-1.00|0.80|-1.00|0|1000070282014-2015
100009001|2011-2012|102.48|08|0.24|0.59|0.17|0|1000090012011-2012
100009001|2012-2013|108.84|08|-1.00|0.74|-1.00|0|1000090012012-2013
100009001|2013-2014|112.74|08|0.26|0.43|0.30|0|1000090012013-2014
100009001|2014-2015|107.59|08|-1.00|0.64|-1.00|0|1000090012014-2015
100009001|2011-2012|99.57|11|0.26|0.65|-1.00|0|1000090012011-2012
100009001|2012-2013|98.19|11|0.22|0.74|-1.00|0|1000090012012-2013
100009001|2013-2014|106.50|11|-1.00|0.78|-1.00|0|1000090012013-2014
100009001|2014-2015|99.43|11|0.27|0.70|-1.00|0|1000090012014-2015
100009002|2011-2012|98.61|05|0.39|0.52|-1.00|0|1000090022011-2012
100009002|2012-2013|89.57|05|0.43|0.54|-1.00|0|1000090022012-2013
100009002|2013-2014|112.13|05|0.16|0.58|0.26|0|1000090022013-2014
100009002|2014-2015|113.53|05|-1.00|0.79|-1.00|0|1000090022014-2015
100019001|2011-2012|95.48|08|0.44|0.41|-1.00|0|1000190012011-2012
100019001|2012-2013|88.73|08|0.41|0.50|-1.00|0|1000190012012-2013
100019001|2013-2014|89.65|08|0.42|0.54|-1.00|0|1000190012013-2014
100019001|2014-2015|94.81|08|0.33|0.62|-1.00|0|1000190012014-2015
100019001|2011-2012|91.84|11|0.42|0.58|-1.00|0|1000190012011-2012
100019001|2012-2013|93.00|11|0.40|0.56|-1.00|0|1000190012012-2013
100019001|2013-2014|105.67|11|-1.00|0.67|-1.00|0|1000190012013-2014
100019001|2014-2015|98.43|11|0.35|0.57|-1.00|0|1000190012014-2015
100019002|2011-2012|98.45|05|0.27|0.68|-1.00|0|1000190022011-2012
