CountyDistrictSchool|School Year|SPED Percentage
780072000|20112012|0.1513
780072000|20122013|0.1469
780072000|20132014|0.1532
780104000|20092010|0.1712
780107000|20092010|0.0852
780107000|20102011|0.1092
780107000|20112012|0.0946
780107000|20122013|0.0926
780107000|20132014|0.1029
790002000|20092010|0.1667
790002000|20102011|0.1392
790002000|20112012|0.0875
790002000|20122013|0.1513
790002000|20132014|0.1797
790011000|20092010|0.1395
790011000|20102011|0.1171
790011000|20112012|0.1209
790011000|20122013|0.1367
790011000|20132014|0.1681
790016000|20092010|0.1085
790016000|20102011|0.0984
790016000|20112012|0.1018
790016000|20122013|0.1032
790016000|20132014|0.1157
790031000|20092010|0.0960
790031000|20102011|0.0905
790031000|20112012|0.0892
790031000|20122013|0.0972
790031000|20132014|0.0972
790032000|20092010|0.1106
790032000|20102011|0.1077
790032000|20112012|0.0976
790032000|20122013|0.1136
790032000|20132014|0.1152
800005000|20092010|0.0803
800005000|20102011|0.0721
800005000|20112012|0.0904
800005000|20122013|0.0840
800005000|20132014|0.0972
800009000|20092010|0.1490
800009000|20102011|0.1430
800009000|20112012|0.1494
800009000|20122013|0.1653
800009000|20132014|0.1686
800567000|20092010|0.1488
800567000|20102011|0.1435
800567000|20112012|0.1713
800567000|20122013|0.1685
800567000|20132014|0.2104
810003000|20092010|0.1534
810003000|20102011|0.1844
810003000|20112012|0.1223
810003000|20122013|0.1053
810003000|20132014|0.0839
810010000|20092010|0.1453
810010000|20102011|0.1491
810010000|20112012|0.1601
810010000|20122013|0.1403
810010000|20132014|0.1862
820001000|20092010|0.1437
820001000|20102011|0.1279
820001000|20112012|0.1339
820001000|20122013|0.1425
820001000|20132014|0.1922
820015000|20092010|0.1646
820015000|20102011|0.1620
820015000|20112012|0.1057
820015000|20122013|0.1043
820015000|20132014|0.1100
830500000|20092010|-1.0000
830500000|20102011|-1.0000
830500000|20112012|-1.0000
830500000|20122013|-1.0000
830500000|20132014|-1.0000
840003000|20092010|0.1688
840003000|20102011|0.1588
840003000|20112012|0.1741
840003000|20122013|0.1491
840003000|20132014|0.1467
850060000|20092010|0.1709
850060000|20102011|0.1602
850060000|20112012|0.1637
850060000|20122013|0.1667
850060000|20132014|0.1991
850070000|20092010|0.1927
850070000|20102011|0.1923
850070000|20112012|0.1835
850070000|20122013|0.2180
850070000|20132014|0.2108
852001000|20092010|0.2037
852001000|20102011|0.1506
852001000|20112012|0.1706
852001000|20122013|0.1646
852001000|20132014|0.1497
860001000|20092010|0.1546
860001000|20102011|0.1429
860001000|20112012|0.1171
860001000|20122013|0.1176
860001000|20132014|0.1190
870001000|20092010|0.1590
870001000|20102011|0.1433
870001000|20112012|0.1558
870001000|20122013|0.1617
870001000|20132014|0.1631
870013000|20092010|0.2405
870013000|20102011|0.2508
870013000|20112012|0.2848
870013000|20122013|0.2638
870013000|20132014|0.2823
870016000|20092010|0.2139
870016000|20102011|0.2212
870016000|20112012|0.1660
870016000|20122013|0.1409
870016000|20132014|0.2234
870017000|20092010|0.2286
870017000|20102011|0.2388
870017000|20112012|0.2018
870017000|20122013|0.2419
870017000|20132014|0.2600
880005000|20092010|0.1238
880005000|20102011|0.1109
880005000|20112012|0.1091
880005000|20122013|0.1220
880005000|20132014|0.1342
880021000|20092010|0.1898
880021000|20102011|0.1353
880021000|20112012|0.1339
880021000|20122013|0.1638
880021000|20132014|0.1475
890001000|20092010|0.1290
890001000|20102011|0.1427
890001000|20112012|0.1385
890001000|20122013|0.1445
890001000|20132014|0.1396
890003000|20092010|0.1587
890003000|20102011|0.1553
890003000|20112012|0.1525
890003000|20122013|0.1498
890003000|20132014|0.1672
890024000|20092010|0.1083
890024000|20102011|0.1156
890024000|20112012|0.1002
890024000|20122013|0.1031
890024000|20132014|0.1167
900017000|20092010|0.1187
900017000|20102011|0.1074
900017000|20112012|0.1129
900017000|20122013|0.1087
900017000|20132014|0.1211
900560000|20092010|0.1459
900560000|20102011|0.1204
900560000|20112012|0.1151
900560000|20122013|0.1182
900560000|20132014|0.1308
900595000|20092010|0.1265
900595000|20102011|0.1261
900595000|20112012|0.1415
900595000|20122013|0.1239
900595000|20132014|0.1378
910002000|20092010|0.1934
910002000|20102011|0.1835
910002000|20112012|0.1612
910002000|20122013|0.1767
910002000|20132014|0.2294
910074000|20092010|0.1446
910074000|20102011|0.1575
910074000|20112012|0.1401
910074000|20122013|0.1637
910074000|20132014|0.1689
920045000|20092010|0.1121
920045000|20102011|0.1171
920045000|20112012|0.0962
920045000|20122013|-1.0000
920045000|20132014|-1.0000
930012000|20092010|0.1953
930012000|20102011|0.1995
930012000|20112012|0.1803
930012000|20122013|0.1663
930012000|20132014|0.1787
930083000|20092010|0.2640
930083000|20102011|0.1016
930083000|20112012|0.1786
930083000|20122013|0.1439
930083000|20132014|0.1811
930096000|20092010|0.2508
930096000|20102011|0.2394
930096000|20112012|0.2301
930096000|20122013|0.2038
930096000|20132014|0.2594
