CountyDistrictSchool|School Year|HAL Percentage
850070000|20122013|0.1240
852001000|20122013|0.2465
860001000|20122013|0.3333
870001000|20122013|0.0982
870013000|20122013|0.2694
870016000|20122013|-1.0000
870017000|20122013|0.0513
880005000|20122013|0.0915
880021000|20122013|0.2832
890001000|20122013|0.0573
890003000|20122013|0.1239
890024000|20122013|0.1098
900017000|20122013|0.0671
900560000|20122013|0.1811
900595000|20122013|0.3879
910002000|20122013|0.1941
910074000|20122013|-1.0000
920045000|20122013|0.1042
930012000|20122013|0.0558
930083000|20122013|0.1686
930096000|20122013|0.1375
000000000|20122013|0.1500
010003000|20132014|0.1493
010018000|20132014|0.0899
010090000|20132014|0.1807
010123000|20132014|0.1971
020009000|20132014|0.2880
020018000|20132014|0.1203
022001000|20132014|0.1472
030500000|20132014|-1.0000
040001000|20132014|0.1667
050071000|20132014|0.1000
060001000|20132014|0.0497
060006000|20132014|0.1802
060017000|20132014|0.1277
070006000|20132014|0.1790
070010000|20132014|0.1139
080036000|20132014|0.2237
080050000|20132014|0.1712
090010000|20132014|0.1977
100002000|20132014|0.0274
100007000|20132014|0.1153
100009000|20132014|0.1075
100019000|20132014|0.0954
100069000|20132014|0.1169
100105000|20132014|0.1842
100119000|20132014|0.0815
110001000|20132014|0.1386
110014000|20132014|0.2590
110020000|20132014|-1.0000
120056000|20132014|0.0635
120502000|20132014|0.0387
130001000|20132014|0.1459
130022000|20132014|0.0890
130032000|20132014|0.1296
130056000|20132014|0.0877
130097000|20132014|0.2147
140008000|20132014|0.0607
140045000|20132014|0.1496
140054000|20132014|0.0874
140101000|20132014|0.0909
140541000|20132014|0.1121
150010000|20132014|0.1606
150536000|20132014|0.1885
160006000|20132014|0.0407
160030000|20132014|0.1203
170001000|20132014|0.2019
170003000|20132014|-1.0000
170009000|20132014|0.3420
180002000|20132014|0.1912
180011000|20132014|0.1655
190039000|20132014|0.1226
190058000|20132014|0.3652
190070000|20132014|0.3258
190123000|20132014|0.0381
200001000|20132014|0.1586
200020000|20132014|0.2246
200030000|20132014|0.1518
210015000|20132014|0.1034
210025000|20132014|0.0830
210044000|20132014|0.2244
210084000|20132014|0.2011
210089000|20132014|0.1864
210180000|20132014|-1.0000
220011000|20132014|0.0533
220031000|20132014|0.2944
230002000|20132014|0.1482
230071000|20132014|0.1643
240001000|20132014|0.0951
240004000|20132014|0.0368
240011000|20132014|0.1092
240020000|20132014|0.1298
240101000|20132014|0.1414
250025000|20132014|0.1914
250095000|20132014|0.0686
260001000|20132014|-1.0000
260024000|20132014|-1.0000
260070000|20132014|0.0817
260561000|20132014|0.1417
270001000|20132014|0.1651
270062000|20132014|0.1659
270594000|20132014|0.0841
270595000|20132014|0.1924
280001000|20132014|0.1827
280010000|20132014|0.1445
280015000|20132014|0.2774
280017000|20132014|0.3445
280054000|20132014|0.1382
280059000|20132014|0.1768
280066000|20132014|0.0973
290117000|20132014|0.0997
300001000|20132014|0.1333
300025000|20132014|0.1240
300054000|20132014|-1.0000
310506000|20132014|0.1495
320046000|20132014|0.1111
320095000|20132014|0.0918
320125000|20132014|0.2487
330018000|20132014|0.1199
330021000|20132014|0.1193
330540000|20132014|0.0465
340001000|20132014|0.1019
340015000|20132014|0.0841
340034000|20132014|0.0842
340100000|20132014|0.2814
350001000|20132014|0.0926
360100000|20132014|0.1920
370030000|20132014|0.1644
380011000|20132014|0.0850
390010000|20132014|0.1304
390055000|20132014|0.4471
390501000|20132014|-1.0000
400002000|20132014|0.0987
400082000|20132014|0.1562
400083000|20132014|0.0426
400126000|20132014|0.0758
410002000|20132014|0.0924
410091000|20132014|0.0839
410504000|20132014|0.1181
420002000|20132014|0.1577
430079000|20132014|0.0926
440070000|20132014|0.0642
450007000|20132014|0.1445
450029000|20132014|0.2097
450044000|20132014|-1.0000
450137000|20132014|0.0859
450239000|20132014|-1.0000
460001000|20132014|0.1646
470001000|20132014|0.1026
470100000|20132014|0.0252
470103000|20132014|-1.0000
480008000|20132014|0.0702
480300000|20132014|0.1284
480303000|20132014|0.1758
490033000|20132014|0.1675
490050000|20132014|0.0807
500001000|20132014|0.1592
500501000|20132014|0.0717
500503000|20132014|0.1709
510001000|20132014|0.1673
510006000|20132014|0.1027
520100000|20132014|0.2245
530001000|20132014|0.0870
540013000|20132014|0.0867
540096000|20132014|0.1463
540501000|20132014|0.1568
540505000|20132014|0.3125
540576000|20132014|0.0507
540586000|20132014|-1.0000
550001000|20132014|0.1455
550145000|20132014|0.0693
550148000|20132014|0.0437
550160000|20132014|0.2518
550161000|20132014|0.2106
560001000|20132014|0.0756
560006000|20132014|0.0891
560007000|20132014|0.1542
560037000|20132014|0.0870
560055000|20132014|0.1250
560565000|20132014|0.2688
570501000|20132014|0.1243
580025000|20132014|-1.0000
590001000|20132014|0.0676
590002000|20132014|0.1101
590005000|20132014|0.1751
590013000|20132014|-1.0000
590080000|20132014|0.1356
600090000|20132014|0.3226
610004000|20132014|0.0629
610049000|20132014|0.2254
620021000|20132014|-1.0000
620063000|20132014|0.1234
630001000|20132014|0.2591
630030000|20132014|0.0915
640023000|20132014|0.0496
640029000|20132014|0.1046
650011000|20132014|0.1965
652005000|20132014|0.1171
660027000|20132014|0.4248
660111000|20132014|0.0712
660501000|20132014|0.2109
670001000|20132014|0.0943
670069000|20132014|0.0759
680020000|20132014|0.0815
690044000|20132014|0.1664
690054000|20132014|0.1389
690055000|20132014|0.1530
700002000|20132014|0.0280
700005000|20132014|0.2613
700542000|20132014|0.2098
710001000|20132014|0.1151
710005000|20132014|0.1405
710067000|20132014|0.0779
720015000|20132014|0.1948
720019000|20132014|0.3455
720032000|20132014|-1.0000
720075000|20132014|0.1572
730017000|20132014|0.1761
730179000|20132014|-1.0000
740056000|20132014|0.1031
740070000|20132014|0.1311
750100000|20132014|0.2165
760002000|20132014|0.1423
760044000|20132014|0.1437
760068000|20132014|0.0458
760082000|20132014|0.1234
770001000|20132014|0.1176
770027000|20132014|0.1220
770037000|20132014|0.1203
770046000|20132014|0.1839
780001000|20132014|0.3073
780009000|20132014|0.2374
780039000|20132014|0.0848
780072000|20132014|0.0605
780107000|20132014|0.2304
790002000|20132014|-1.0000
790011000|20132014|-1.0000
790016000|20132014|0.0760
790031000|20132014|0.0502
790032000|20132014|0.0451
800005000|20132014|0.1001
800009000|20132014|0.0622
800567000|20132014|0.1395
810003000|20132014|0.1097
810010000|20132014|0.2308
820001000|20132014|0.1596
820015000|20132014|0.1900
830500000|20132014|0.1346
840003000|20132014|0.1156
850060000|20132014|0.3846
850070000|20132014|0.1135
852001000|20132014|0.3333
860001000|20132014|0.3214
870001000|20132014|0.1169
870013000|20132014|0.2222
870016000|20132014|-1.0000
870017000|20132014|0.0727
880005000|20132014|0.0790
880021000|20132014|0.1803
890001000|20132014|0.0560
890003000|20132014|0.1603
890024000|20132014|0.0987
900017000|20132014|0.0704
900560000|20132014|0.1897
900595000|20132014|0.3571
910002000|20132014|0.1881
910074000|20132014|-1.0000
920045000|20132014|0.1176
930012000|20132014|0.1063
930083000|20132014|0.2151
930096000|20132014|0.1433
000000000|20132014|0.1519
